EPOCH,BATCH,TOP1,TOP5,TOP10,TOP20
0,0,22.282608695652172,39.9703557312253,50.494071146245055,57.608695652173914
1,0,72.5790513833992,81.07707509881423,83.3498023715415,86.06719367588933
1,1,74.40711462450594,86.06719367588933,88.63636363636364,90.61264822134387
1,2,74.55533596837944,85.37549407114624,87.45059288537549,89.82213438735178
1,3,73.86363636363636,86.51185770750988,88.73517786561264,90.66205533596839
1,4,74.65415019762845,86.01778656126481,88.3399209486166,91.15612648221344
1,5,74.60474308300395,85.8201581027668,88.2411067193676,90.61264822134387
1,6,74.50592885375494,85.86956521739131,88.48814229249012,90.56324110671937
1,7,74.65415019762845,85.67193675889328,87.99407114624506,90.46442687747036
1,8,74.30830039525692,86.06719367588933,88.19169960474308,90.0691699604743
1,9,75.49407114624506,86.26482213438736,88.73517786561264,91.00790513833992
1,10,74.85177865612648,86.36363636363636,88.98221343873519,90.8596837944664
1,11,74.01185770750988,85.7707509881423,88.19169960474308,90.31620553359684
1,12,75.39525691699605,86.51185770750988,88.63636363636364,90.71146245059289
1,13,73.66600790513834,85.52371541501977,87.99407114624506,90.0691699604743
1,14,74.85177865612648,86.26482213438736,88.68577075098814,90.76086956521739
1,15,75.69169960474308,84.98023715415019,87.89525691699605,90.71146245059289
1,16,74.35770750988142,85.86956521739131,88.2905138339921,90.61264822134387
1,17,75.49407114624506,86.36363636363636,88.43873517786561,90.46442687747036
1,18,75.29644268774703,85.42490118577075,88.43873517786561,90.71146245059289
1,19,75.09881422924902,85.86956521739131,87.99407114624506,90.51383399209486
1,20,74.85177865612648,86.26482213438736,88.63636363636364,91.45256916996047
1,21,74.65415019762845,86.16600790513834,88.53754940711462,90.76086956521739
1,22,73.41897233201581,86.06719367588933,88.19169960474308,90.46442687747036
1,23,75.59288537549406,86.26482213438736,88.78458498023716,90.76086956521739
1,24,74.95059288537549,85.86956521739131,88.09288537549406,90.56324110671937
1,25,74.2588932806324,86.26482213438736,88.2905138339921,90.9090909090909
1,26,74.70355731225297,86.16600790513834,88.53754940711462,90.8596837944664
1,27,75.04940711462451,86.41304347826086,88.63636363636364,90.8596837944664
1,28,74.50592885375494,86.11660079051383,88.63636363636364,90.76086956521739
1,29,75.49407114624506,86.7094861660079,88.83399209486166,90.76086956521739
1,30,75.24703557312253,85.47430830039525,87.94466403162056,90.51383399209486
1,31,75.7411067193676,85.7707509881423,88.14229249011858,90.71146245059289
1,32,76.58102766798419,86.21541501976284,88.43873517786561,90.61264822134387
1,33,75.59288537549406,86.06719367588933,88.19169960474308,90.41501976284584
1,34,74.55533596837944,86.80830039525692,88.78458498023716,90.81027667984189
1,35,74.70355731225297,86.16600790513834,88.53754940711462,90.46442687747036
1,36,74.1106719367589,85.91897233201581,88.2905138339921,90.31620553359684
1,37,74.30830039525692,86.31422924901186,88.2411067193676,90.66205533596839
1,38,75.29644268774703,86.90711462450594,88.98221343873519,91.35375494071147
1,39,74.2094861660079,86.26482213438736,88.43873517786561,90.41501976284584
1,40,75.04940711462451,86.01778656126481,87.94466403162056,90.9090909090909
1,41,74.30830039525692,85.96837944664031,88.73517786561264,90.66205533596839
1,42,74.85177865612648,85.7707509881423,88.43873517786561,90.66205533596839
1,43,74.75296442687747,86.21541501976284,88.09288537549406,90.21739130434783
1,44,75.04940711462451,86.31422924901186,88.63636363636364,90.81027667984189
1,45,74.85177865612648,86.36363636363636,88.3893280632411,90.51383399209486
1,46,75.59288537549406,86.36363636363636,88.58695652173914,90.66205533596839
1,47,74.55533596837944,86.06719367588933,88.78458498023716,90.95849802371542
1,48,75.54347826086956,86.21541501976284,88.3893280632411,90.56324110671937
