EPOCH,BATCH,PheCodePheCode,N,RXNORMRXNORM,N,LOINCRXNORM,N,LOINCLOINC,N,LOINCPheCode,N,CCSPheCode,N,PheCodeRXNORM,N
0,0,0.64560898,13479.0,0.7841402982983532,1146.0,0.6173611883440032,799.0,0.6137978117288431,664.0,0.7304601899196493,74.0,,0.0,,0.0
1,0,0.917187995,13479.0,0.8944579979228151,1146.0,0.9837766544851904,799.0,0.975463601393526,664.0,0.8897005113221329,74.0,,0.0,,0.0
1,1,0.91740549,13479.0,0.8949704412342498,1146.0,0.9838910026770009,799.0,0.968498239947743,664.0,0.9130752373995616,74.0,,0.0,,0.0
1,2,0.9149239450000001,13479.0,0.9055528144026266,1146.0,0.9839348622574212,799.0,0.9764661053853969,664.0,0.902118334550767,74.0,,0.0,,0.0
1,3,0.9155341800000001,13479.0,0.8840705511849396,1146.0,0.9828148765431133,799.0,0.9726534148642764,664.0,0.8670562454346238,74.0,,0.0,,0.0
1,4,0.91563196,13479.0,0.8896130101209458,1146.0,0.9842309144252592,799.0,0.9745608941791262,664.0,0.8904309715120525,74.0,,0.0,,0.0
1,5,0.9126698200000001,13479.0,0.8854403662180313,1146.0,0.9825595511285227,799.0,0.9770195238786472,664.0,0.8668736303871439,74.0,,0.0,,0.0
1,6,0.9149265900000001,13479.0,0.9031878085700624,1146.0,0.9848512142054916,799.0,0.9723313434460734,664.0,0.8966398831263697,74.0,,0.0,,0.0
1,7,0.914693865,13479.0,0.9033972021965773,1146.0,0.9835056649347355,799.0,0.9739144832341414,664.0,0.862490869247626,74.0,,0.0,,0.0
1,8,0.91470223,13479.0,0.8908259702919936,1146.0,0.9857973280117043,799.0,0.9761508382929308,664.0,0.8745434623813001,74.0,,0.0,,0.0
1,9,0.91501472,13479.0,0.9070920479153534,1146.0,0.9839238973623161,799.0,0.9730072398025839,664.0,0.8856829802775749,74.0,,0.0,,0.0
1,10,0.9144487949999999,13479.0,0.8920473062081024,1146.0,0.9845990216180739,799.0,0.9726965089272753,664.0,0.8577428780131483,74.0,,0.0,,0.0
1,11,0.919320095,13479.0,0.890239668137752,1146.0,0.9844768413583312,799.0,0.9749147191174335,664.0,0.8818480642804968,74.0,,0.0,,0.0
1,12,0.9130528400000001,13479.0,0.8904924633523083,1146.0,0.985067379280421,799.0,0.9688951589490493,664.0,0.877100073046019,74.0,,0.0,,0.0
1,13,0.9124755,13479.0,0.888179996284215,1146.0,0.9848762768228746,799.0,0.9736990129191464,664.0,0.8886048210372535,74.0,,0.0,,0.0
1,14,0.916058825,13479.0,0.8884267000478179,1146.0,0.9849686952244749,799.0,0.9763436275221368,664.0,0.8814828341855369,74.0,,0.0,,0.0
1,15,0.9132495599999999,13479.0,0.9027370411995286,1146.0,0.9823324211584883,799.0,0.9754636013935258,664.0,0.8575602629656686,74.0,,0.0,,0.0
1,16,0.918661025,13479.0,0.899855784898684,1146.0,0.9866510234163167,799.0,0.9705372695601684,664.0,0.8986486486486487,74.0,,0.0,,0.0
1,17,0.9170561899999999,13479.0,0.8917868966798547,1146.0,0.9845160016979922,799.0,0.9686093772681085,664.0,0.8697954711468224,74.0,,0.0,,0.0
