EPOCH,BATCH,PheCodePheCode,N,PheCodeRXNORM,N,LOINCPheCode,N,RXNORMRXNORM,N,LOINCRXNORM,N,CCSPheCode,N
0,0,0.7250879928714635,1340.0,0.8035707854884852,1067.0,0.8011836628511966,124.0,0.6107,100.0,0.8422931957944852,71.0,0.7546296296296297,36.0
1,0,0.8522070617063936,1340.0,0.7583757945838738,1067.0,0.7519510926118628,124.0,0.635,100.0,0.862130529656814,71.0,0.7052469135802469,36.0
1,1,0.8521672421474716,1340.0,0.7285634731648702,1067.0,0.7602107180020812,124.0,0.5655000000000001,100.0,0.8946637571910335,71.0,0.7276234567901234,36.0
1,2,0.8523067498329249,1340.0,0.7419026446456662,1067.0,0.7668444328824142,124.0,0.5706000000000001,100.0,0.9242213846459035,71.0,0.7283950617283951,36.0
1,3,0.8502517264424148,1340.0,0.7503541975372621,1067.0,0.7516259105098855,124.0,0.5186999999999999,100.0,0.8940686371751636,71.0,0.7569444444444444,36.0
1,4,0.8434255959010916,1340.0,0.7554495476021288,1067.0,0.7860301768990635,124.0,0.5356,100.0,0.8974409839317595,71.0,0.8503086419753086,36.0
1,5,0.8544776119402986,1340.0,0.7460379503007933,1067.0,0.7793964620187305,124.0,0.5969,100.0,0.887522317000595,71.0,0.8510802469135803,36.0
1,6,0.8462165849855202,1340.0,0.7503946019680471,1067.0,0.7946800208116546,124.0,0.5632999999999999,100.0,0.8603451696092045,71.0,0.7453703703703703,36.0
1,7,0.8448357095121409,1340.0,0.7527714365268351,1067.0,0.759105098855359,124.0,0.533,100.0,0.8992263439793691,71.0,0.8155864197530864,36.0
1,8,0.8534350634885276,1340.0,0.7469514417794111,1067.0,0.7914607180020811,124.0,0.5439,100.0,0.8797857567942868,71.0,0.8402777777777779,36.0
1,9,0.847313432835821,1340.0,0.7586713617786381,1067.0,0.7518210197710717,124.0,0.5851,100.0,0.8972426105931363,71.0,0.6697530864197531,36.0
1,10,0.851278959679216,1340.0,0.7530823749724416,1067.0,0.7767950052029137,124.0,0.5882,100.0,0.894267010513787,71.0,0.8125,36.0
1,11,0.8535586990421028,1340.0,0.7564798605871466,1067.0,0.7672346514047866,124.0,0.52,100.0,0.9311644514977188,71.0,0.8032407407407407,36.0
1,12,0.8386547672087326,1340.0,0.7528671774606518,1067.0,0.7714620187304891,124.0,0.6374,100.0,0.8980361039476293,71.0,0.7183641975308641,36.0
1,13,0.8421758743595456,1340.0,0.7518113921170956,1067.0,0.8222554630593133,124.0,0.5332999999999999,100.0,0.9139059710374926,71.0,0.8179012345679013,36.0
