EPOCH,BATCH,PheCodePheCode,N,PheCodeRXNORM,N,LOINCPheCode,N,RXNORMRXNORM,N,LOINCRXNORM,N,CCSPheCode,N
0,0,0.7210130318556471,1340.0,0.7583323159029205,1067.0,0.8193288241415193,124.0,0.6182,100.0,0.786550287641341,71.0,0.7253086419753086,36.0
1,0,0.8496847850300735,1340.0,0.695398023169306,1067.0,0.7582596253902185,124.0,0.7732,100.0,0.9256099980162666,71.0,0.6589506172839507,36.0
1,1,0.8541813321452439,1340.0,0.6560647489786902,1067.0,0.7472034339229968,124.0,0.5908000000000001,100.0,0.8401110890696292,71.0,0.7160493827160493,36.0
1,2,0.8440312430385386,1340.0,0.6171855854558104,1067.0,0.73920395421436,124.0,0.5145,100.0,0.8891093037095814,71.0,0.7854938271604938,36.0
1,3,0.8467668188906214,1340.0,0.6412718963468246,1067.0,0.6899713839750261,124.0,0.5988,100.0,0.8972426105931363,71.0,0.7538580246913581,36.0
1,4,0.843108988638895,1340.0,0.6404703954100566,1067.0,0.7480489073881375,124.0,0.6345,100.0,0.8783971434239238,71.0,0.8595679012345678,36.0
1,5,0.849374582312319,1340.0,0.6273797990143076,1067.0,0.7386836628511966,124.0,0.6714,100.0,0.8516167427097798,71.0,0.8487654320987654,36.0
1,6,0.8452528402762309,1340.0,0.6130810223023675,1067.0,0.7158558792924037,124.0,0.5871,100.0,0.8666931164451497,71.0,0.75,36.0
1,7,0.8421936957006015,1340.0,0.6280315400500137,1067.0,0.7339360041623307,124.0,0.6616000000000001,100.0,0.8766117833763143,71.0,0.6929012345679012,36.0
1,8,0.8495575295165961,1340.0,0.6289867534952029,1067.0,0.7784859521331945,124.0,0.5656,100.0,0.8897044237254513,71.0,0.8055555555555555,36.0
1,9,0.8500618177767878,1340.0,0.6136519544765036,1067.0,0.7247658688865765,124.0,0.5587,100.0,0.8851418369371158,71.0,0.7268518518518519,36.0
1,10,0.8486026954778347,1340.0,0.6383698041878314,1067.0,0.7282778355879292,124.0,0.668,100.0,0.8762150366990676,71.0,0.8364197530864197,36.0
1,11,0.8549117286700825,1340.0,0.6196559650554374,1067.0,0.7375780437044744,124.0,0.5626,100.0,0.8873239436619718,71.0,0.7800925925925926,36.0
1,12,0.8425278458454,1340.0,0.6325818694778781,1067.0,0.7364073881373568,124.0,0.6094999999999999,100.0,0.8720491965879786,71.0,0.7307098765432098,36.0
1,13,0.8345923368233459,1340.0,0.6195413394420148,1067.0,0.7428459937565036,124.0,0.5895,100.0,0.8589565562388416,71.0,0.8179012345679012,36.0
1,14,0.8484617955001115,1340.0,0.624081567762183,1067.0,0.731464620187305,124.0,0.6299000000000001,100.0,0.8605435429478279,71.0,0.7507716049382717,36.0
1,15,0.8495892737803521,1340.0,0.6210292765235326,1067.0,0.7141649323621229,124.0,0.6355000000000001,100.0,0.8702638365403691,71.0,0.7862654320987654,36.0
1,16,0.8561060369792826,1340.0,0.6129303840441146,1067.0,0.7563085327783559,124.0,0.7054,100.0,0.8742313033128347,71.0,0.7191358024691357,36.0
1,17,0.8471182334595678,1340.0,0.6355621354268683,1067.0,0.7207336108220604,124.0,0.6195999999999999,100.0,0.8647093830589169,71.0,0.7824074074074074,36.0
1,18,0.8486787146357764,1340.0,0.6337224162903639,1067.0,0.7471383975026014,124.0,0.609,100.0,0.8722475699266019,71.0,0.7183641975308641,36.0
1,19,0.848946313210069,1340.0,0.6306130318342997,1067.0,0.7306841831425598,124.0,0.6025999999999999,100.0,0.8216623685776632,71.0,0.7391975308641975,36.0
1,20,0.8451158387168635,1340.0,0.6408204207506617,1067.0,0.7315296566077003,124.0,0.5642,100.0,0.883951596905376,71.0,0.7453703703703703,36.0
1,21,0.8479226999331699,1340.0,0.6271992966115615,1067.0,0.7386836628511967,124.0,0.6124,100.0,0.8978377306090062,71.0,0.7199074074074074,36.0
1,22,0.8414518823791489,1340.0,0.6265365761109682,1067.0,0.7600806451612903,124.0,0.5331,100.0,0.8530053560801428,71.0,0.7615740740740742,36.0
1,23,0.8458292492760081,1340.0,0.6306797869808141,1067.0,0.7618366285119667,124.0,0.5183000000000001,100.0,0.8504265026780402,71.0,0.7584876543209876,36.0
1,24,0.8407618623301404,1340.0,0.6040611723082085,1067.0,0.7205385015608741,124.0,0.5704,100.0,0.8780003967466772,71.0,0.7415123456790123,36.0
1,25,0.8378798173312542,1340.0,0.6362929286097626,1067.0,0.7417403746097816,124.0,0.5377,100.0,0.8783971434239238,71.0,0.7214506172839507,36.0
1,26,0.8467509467587437,1340.0,0.6125311707008148,1067.0,0.7406347554630593,124.0,0.5916,100.0,0.8918865304503074,71.0,0.7692901234567902,36.0
1,27,0.8559314435286255,1340.0,0.6342344985327044,1067.0,0.7392039542143601,124.0,0.6188,100.0,0.8444753025193413,71.0,0.8263888888888888,36.0
1,28,0.8463090331922478,1340.0,0.6355493992475992,1067.0,0.7236602497398542,124.0,0.5741,100.0,0.8468557825828209,71.0,0.7631172839506173,36.0
1,29,0.8415783025172643,1340.0,0.6156120085481722,1067.0,0.7362122788761707,124.0,0.6285000000000001,100.0,0.8885141836937115,71.0,0.7554012345679013,36.0
1,30,0.8550595901091557,1340.0,0.6332107732266188,1067.0,0.7280176899063475,124.0,0.6419,100.0,0.8549890894663758,71.0,0.724537037037037,36.0
1,31,0.8533609935397637,1340.0,0.6255110940905007,1067.0,0.7879812695109261,124.0,0.6621,100.0,0.8914897837730609,71.0,0.7337962962962963,36.0
1,32,0.8413488527511696,1340.0,0.640887175897176,1067.0,0.7191727367325702,124.0,0.5879000000000001,100.0,0.8780003967466773,71.0,0.691358024691358,36.0
1,33,0.8478386054800624,1340.0,0.6092351353416677,1067.0,0.7788111342351717,124.0,0.5299,100.0,0.8424915691331085,71.0,0.7152777777777778,36.0
1,34,0.836016094898641,1340.0,0.6265756630059667,1067.0,0.7682752341311133,124.0,0.5755,100.0,0.9027970640745883,71.0,0.7415123456790124,36.0
1,35,0.8552584094453108,1340.0,0.6267245445498375,1067.0,0.7400494276795005,124.0,0.6328,100.0,0.8492362626463004,71.0,0.7800925925925927,36.0
1,36,0.8439287703274672,1340.0,0.6189128748718696,1067.0,0.7335457856399583,124.0,0.6657000000000001,100.0,0.8893076770482047,71.0,0.603395061728395,36.0
1,37,0.8442631989307195,1340.0,0.5891558899558977,1067.0,0.7241155046826222,124.0,0.5727,100.0,0.8778020234080539,71.0,0.7214506172839505,36.0
1,38,0.8484044330585877,1340.0,0.6155105582926141,1067.0,0.7224245577523414,124.0,0.6546,100.0,0.886728823646102,71.0,0.8541666666666666,36.0
1,39,0.8432535085765204,1340.0,0.6101613629995546,1067.0,0.7047996878251822,124.0,0.6131,100.0,0.8724459432652253,71.0,0.8055555555555556,36.0
1,40,0.8436104923145467,1340.0,0.6152110384904905,1067.0,0.7004422476586889,124.0,0.5717,100.0,0.8962507439000198,71.0,0.7291666666666666,36.0
1,41,0.8467693250167074,1340.0,0.6269568700268514,1067.0,0.7477237252861603,124.0,0.6572000000000001,100.0,0.882562983535013,71.0,0.6790123456790124,36.0
1,42,0.8493213967476052,1340.0,0.6185580185667142,1067.0,0.7594302809573361,124.0,0.6246,100.0,0.9018051973814719,71.0,0.7253086419753086,36.0
1,43,0.8487569614613499,1340.0,0.6340386248791161,1067.0,0.6736472424557752,124.0,0.5824,100.0,0.8684784764927594,71.0,0.7762345679012346,36.0
1,44,0.8524314992203164,1340.0,0.6194609697590403,1067.0,0.7217741935483871,124.0,0.6481,100.0,0.8625272763340607,71.0,0.6558641975308641,36.0
1,45,0.8432913789262643,1340.0,0.6145575407404025,1067.0,0.738423517169615,124.0,0.6435000000000001,100.0,0.8647093830589169,71.0,0.7523148148148148,36.0
1,46,0.8377625863221208,1340.0,0.6292182006150256,1067.0,0.7043444328824142,124.0,0.6036,100.0,0.909343384249157,71.0,0.7924382716049383,36.0
1,47,0.8492523390510137,1340.0,0.6134938501821274,1067.0,0.733025494276795,124.0,0.6424,100.0,0.8841499702439992,71.0,0.6805555555555556,36.0
