EPOCH,BATCH,PheCodePheCode,N,PheCodeRXNORM,N,LOINCPheCode,N,LOINCRXNORM,N,RXNORMRXNORM,N,CCSPheCode,N,LOINCLOINC,N
0,0,0.7118404672986689,1416.0,0.77229375797468,1311.0,0.7407716816638074,845.0,0.8304923770972077,511.0,0.6921615895974872,117.0,0.846403461330449,43.0,0.48688271604938277,36.0
1,0,0.8441649510038622,1416.0,0.65364186508456,1311.0,0.6362242218409719,845.0,0.8563118247862103,511.0,0.7671122799327927,117.0,0.6149269875608436,43.0,0.6396604938271605,36.0
1,1,0.8553935650675094,1416.0,0.6705073132870314,1311.0,0.6476152795770457,845.0,0.7929063537593681,511.0,0.6846373000219154,117.0,0.8453217955651704,43.0,0.44598765432098764,36.0
1,2,0.839938136391203,1416.0,0.6454241264288968,1311.0,0.6896929379223418,845.0,0.8275378081425852,511.0,0.6861713784790707,117.0,0.672796106003245,43.0,0.5972222222222222,36.0
1,3,0.8419692517316225,1416.0,0.6279512497956329,1311.0,0.650397395049193,845.0,0.8186032528980818,511.0,0.6709766966177223,117.0,0.8107084910762574,43.0,0.46527777777777773,36.0
1,4,0.8504443267419963,1416.0,0.6542757666892998,1311.0,0.679190504534155,845.0,0.8189900467599311,511.0,0.6531521659726789,117.0,0.819902650081125,43.0,0.4876543209876543,36.0
1,5,0.8593351008650133,1416.0,0.644483892382766,1311.0,0.6492216659080563,845.0,0.8219714232099296,511.0,0.6109284827233544,117.0,0.8409951325040563,43.0,0.46759259259259256,36.0
1,6,0.8481708241565322,1416.0,0.6349721682576753,1311.0,0.6694163369629915,845.0,0.8235032800885413,511.0,0.7094017094017093,117.0,0.8215251487290428,43.0,0.5470679012345678,36.0
1,7,0.8448118157298351,1416.0,0.6376055217804402,1311.0,0.6916872658520359,845.0,0.8198383125064626,511.0,0.697202133099569,117.0,0.7842076798269334,43.0,0.5462962962962963,36.0
1,8,0.8415797364263143,1416.0,0.6246743945061474,1311.0,0.659171597633136,845.0,0.8393158727180119,511.0,0.6516180875155234,117.0,0.8025959978366685,43.0,0.470679012345679,36.0
