"code1","code2","source"
"RXNORM:1302966","PheCode:411.2","may cause(jun)"
"RXNORM:1302966","PheCode:357","may cause(jun)"
"RXNORM:1302966","PheCode:337.1","may cause(jun)"
"RXNORM:1302966","PheCode:288.11","may cause(jun)"
"RXNORM:1302966","PheCode:782.3","may cause(jun)"
"RXNORM:1302966","PheCode:338.1","may cause(jun)"
"RXNORM:1302966","PheCode:773","may cause(jun)"
"RXNORM:1302966","PheCode:580.32","may cause(jun)"
"RXNORM:1302966","PheCode:480","may cause(jun)"
"RXNORM:1302966","PheCode:415.2","may cause(jun)"
"RXNORM:1302966","PheCode:586","may cause(jun)"
"RXNORM:1302966","PheCode:585.1","may cause(jun)"
"RXNORM:1302966","PheCode:994.2","may cause(jun)"
"RXNORM:1302966","PheCode:287.3","may cause(jun)"
"RXNORM:1302966","PheCode:277","may cause(jun)"
"RXNORM:1302966","PheCode:465","may cause(jun)"
"RXNORM:401713","PheCode:785","may cause(jun)"
"RXNORM:401713","PheCode:285","may cause(jun)"
"RXNORM:401713","PheCode:260.6","may cause(jun)"
"RXNORM:401713","PheCode:798","may cause(jun)"
"RXNORM:401713","PheCode:783","may cause(jun)"
"RXNORM:401713","PheCode:427.3","may cause(jun)"
"RXNORM:401713","PheCode:414","may cause(jun)"
"RXNORM:401713","PheCode:939","may cause(jun)"
"RXNORM:401713","PheCode:789","may cause(jun)"
"RXNORM:401713","PheCode:350.6","may cause(jun)"
"RXNORM:401713","PheCode:381.11","may cause(jun)"
"RXNORM:401713","PheCode:558","may cause(jun)"
"RXNORM:401713","PheCode:646","may cause(jun)"
"RXNORM:401713","PheCode:705.8","may cause(jun)"
"RXNORM:401713","PheCode:136","may cause(jun)"
"RXNORM:401713","PheCode:132","may cause(jun)"
"RXNORM:401713","PheCode:481","may cause(jun)"
"RXNORM:401713","PheCode:263","may cause(jun)"
"RXNORM:401713","PheCode:270.21","may cause(jun)"
"RXNORM:401713","PheCode:465","may cause(jun)"
"RXNORM:401713","PheCode:349","may cause(jun)"
"RXNORM:401713","PheCode:480","may cause(jun)"
"RXNORM:401713","PheCode:687.1","may cause(jun)"
"RXNORM:401713","PheCode:689","may cause(jun)"
"RXNORM:401713","PheCode:291.8","may cause(jun)"
"RXNORM:401713","PheCode:474.1","may cause(jun)"
"RXNORM:401713","PheCode:573.6","may cause(jun)"
"RXNORM:2101","PheCode:315","may cause(jun)"
"RXNORM:2101","PheCode:350.3","may cause(jun)"
"RXNORM:2101","PheCode:760","may cause(jun)"
"RXNORM:2101","PheCode:289","may cause(jun)"
"RXNORM:2101","PheCode:345.3","may cause(jun)"
"RXNORM:2101","PheCode:386.9","may cause(jun)"
"RXNORM:2101","PheCode:291.8","may cause(jun)"
"RXNORM:2101","PheCode:536.8","may cause(jun)"
"RXNORM:2101","PheCode:785","may cause(jun)"
"RXNORM:2101","PheCode:782.6","may cause(jun)"
"RXNORM:2101","PheCode:646","may cause(jun)"
"RXNORM:2101","PheCode:513.8","may cause(jun)"
"RXNORM:2101","PheCode:327.4","may cause(jun)"
"RXNORM:2101","PheCode:288.1","may cause(jun)"
"RXNORM:2101","PheCode:788","may cause(jun)"
"RXNORM:2101","PheCode:789","may cause(jun)"
"RXNORM:2101","PheCode:458.1","may cause(jun)"
"RXNORM:2101","PheCode:284.1","may cause(jun)"
"RXNORM:2101","PheCode:797","may cause(jun)"
"RXNORM:2101","PheCode:427.7","may cause(jun)"
"RXNORM:2101","PheCode:350.1","may cause(jun)"
"RXNORM:2101","PheCode:79.9","may cause(jun)"
"RXNORM:2105","PheCode:785","may cause(jun)"
"RXNORM:2105","PheCode:367.9","may cause(jun)"
"RXNORM:2105","PheCode:681","may cause(jun)"
"RXNORM:2105","PheCode:204","may cause(jun)"
"RXNORM:2105","PheCode:941","may cause(jun)"
"RXNORM:2105","PheCode:315","may cause(jun)"
"RXNORM:2105","PheCode:704.1","may cause(jun)"
"RXNORM:2105","PheCode:292.3","may cause(jun)"
"RXNORM:2105","PheCode:285","may cause(jun)"
"RXNORM:2105","PheCode:260.6","may cause(jun)"
"RXNORM:2105","PheCode:300.1","may cause(jun)"
"RXNORM:2105","PheCode:292.11","may cause(jun)"
"RXNORM:2105","PheCode:426","may cause(jun)"
"RXNORM:2105","PheCode:798","may cause(jun)"
"RXNORM:2105","PheCode:350.3","may cause(jun)"
"RXNORM:2105","PheCode:588","may cause(jun)"
"RXNORM:2105","PheCode:760","may cause(jun)"
"RXNORM:2105","PheCode:783","may cause(jun)"
"RXNORM:2105","PheCode:324","may cause(jun)"
"RXNORM:2105","PheCode:191","may cause(jun)"
"RXNORM:2105","PheCode:293.1","may cause(jun)"
"RXNORM:2105","PheCode:687.4","may cause(jun)"
"RXNORM:2105","PheCode:112","may cause(jun)"
"RXNORM:2105","PheCode:430.2","may cause(jun)"
"RXNORM:2105","PheCode:433.21","may cause(jun)"
"RXNORM:2105","PheCode:349","may cause(jun)"
"RXNORM:2105","PheCode:418","may cause(jun)"
"RXNORM:2105","PheCode:348.7","may cause(jun)"
"RXNORM:2105","PheCode:295","may cause(jun)"
"RXNORM:2105","PheCode:372","may cause(jun)"
"RXNORM:2105","PheCode:701","may cause(jun)"
"RXNORM:2105","PheCode:979","may cause(jun)"
"RXNORM:2105","PheCode:345.3","may cause(jun)"
"RXNORM:2105","PheCode:255.11","may cause(jun)"
"RXNORM:2105","PheCode:303.1","may cause(jun)"
"RXNORM:2105","PheCode:939","may cause(jun)"
"RXNORM:2105","PheCode:250.2","may cause(jun)"
"RXNORM:2105","PheCode:789","may cause(jun)"
"RXNORM:2105","PheCode:368.2","may cause(jun)"
"RXNORM:2105","PheCode:386.9","may cause(jun)"
"RXNORM:2105","PheCode:532","may cause(jun)"
"RXNORM:2105","PheCode:620","may cause(jun)"
"RXNORM:2105","PheCode:512.9","may cause(jun)"
"RXNORM:2105","PheCode:348.2","may cause(jun)"
"RXNORM:2105","PheCode:741.4","may cause(jun)"
"RXNORM:2105","PheCode:348.9","may cause(jun)"
"RXNORM:2105","PheCode:695.9","may cause(jun)"
"RXNORM:2105","PheCode:360","may cause(jun)"
"RXNORM:2105","PheCode:379.9","may cause(jun)"
"RXNORM:2105","PheCode:782.3","may cause(jun)"
"RXNORM:2105","PheCode:352.2","may cause(jun)"
"RXNORM:2105","PheCode:561","may cause(jun)"
"RXNORM:2105","PheCode:782.6","may cause(jun)"
"RXNORM:2105","PheCode:350.2","may cause(jun)"
"RXNORM:2105","PheCode:558","may cause(jun)"
"RXNORM:2105","PheCode:578.9","may cause(jun)"
"RXNORM:2105","PheCode:345.11","may cause(jun)"
"RXNORM:2105","PheCode:612.2","may cause(jun)"
"RXNORM:2105","PheCode:459.1","may cause(jun)"
"RXNORM:2105","PheCode:292.6","may cause(jun)"
"RXNORM:2105","PheCode:646","may cause(jun)"
"RXNORM:2105","PheCode:342","may cause(jun)"
"RXNORM:2105","PheCode:331.1","may cause(jun)"
"RXNORM:2105","PheCode:250.42","may cause(jun)"
"RXNORM:2105","PheCode:949","may cause(jun)"
"RXNORM:2105","PheCode:401.1","may cause(jun)"
"RXNORM:2105","PheCode:790.6","may cause(jun)"
"RXNORM:2105","PheCode:276.12","may cause(jun)"
"RXNORM:2105","PheCode:458.9","may cause(jun)"
"RXNORM:2105","PheCode:480","may cause(jun)"
"RXNORM:2105","PheCode:701.5","may cause(jun)"
"RXNORM:2105","PheCode:136","may cause(jun)"
"RXNORM:2105","PheCode:609.1","may cause(jun)"
"RXNORM:2105","PheCode:338.1","may cause(jun)"
"RXNORM:2105","PheCode:800.2","may cause(jun)"
"RXNORM:2105","PheCode:327.4","may cause(jun)"
"RXNORM:2105","PheCode:504","may cause(jun)"
"RXNORM:2105","PheCode:288.2","may cause(jun)"
"RXNORM:2105","PheCode:288.1","may cause(jun)"
"RXNORM:2105","PheCode:573.7","may cause(jun)"
"RXNORM:2105","PheCode:514","may cause(jun)"
"RXNORM:2105","PheCode:263","may cause(jun)"
"RXNORM:2105","PheCode:320","may cause(jun)"
"RXNORM:2105","PheCode:315.1","may cause(jun)"
"RXNORM:2105","PheCode:300","may cause(jun)"
"RXNORM:2105","PheCode:344","may cause(jun)"
"RXNORM:2105","PheCode:772.3","may cause(jun)"
"RXNORM:2105","PheCode:770","may cause(jun)"
"RXNORM:2105","PheCode:289","may cause(jun)"
"RXNORM:2105","PheCode:761","may cause(jun)"
"RXNORM:2105","PheCode:199","may cause(jun)"
"RXNORM:2105","PheCode:580.32","may cause(jun)"
"RXNORM:2105","PheCode:357","may cause(jun)"
"RXNORM:2105","PheCode:337.1","may cause(jun)"
"RXNORM:2105","PheCode:288.11","may cause(jun)"
"RXNORM:2105","PheCode:284.1","may cause(jun)"
"RXNORM:2105","PheCode:295.2","may cause(jun)"
"RXNORM:2105","PheCode:301","may cause(jun)"
"RXNORM:2105","PheCode:451","may cause(jun)"
"RXNORM:2105","PheCode:501","may cause(jun)"
"RXNORM:2105","PheCode:415.11","may cause(jun)"
"RXNORM:2105","PheCode:502","may cause(jun)"
"RXNORM:2105","PheCode:748","may cause(jun)"
"RXNORM:2105","PheCode:510","may cause(jun)"
"RXNORM:2105","PheCode:687.1","may cause(jun)"
"RXNORM:2105","PheCode:586","may cause(jun)"
"RXNORM:2105","PheCode:362.8","may cause(jun)"
"RXNORM:2105","PheCode:368.4","may cause(jun)"
"RXNORM:2105","PheCode:994.2","may cause(jun)"
"RXNORM:2105","PheCode:687.3","may cause(jun)"
"RXNORM:2105","PheCode:694.2","may cause(jun)"
"RXNORM:2105","PheCode:791","may cause(jun)"
"RXNORM:2105","PheCode:291.8","may cause(jun)"
"RXNORM:2105","PheCode:528.11","may cause(jun)"
"RXNORM:2105","PheCode:427.7","may cause(jun)"
"RXNORM:2105","PheCode:794","may cause(jun)"
"RXNORM:2105","PheCode:292","may cause(jun)"
"RXNORM:2105","PheCode:287.3","may cause(jun)"
"RXNORM:2105","PheCode:452","may cause(jun)"
"RXNORM:2105","PheCode:573.6","may cause(jun)"
"RXNORM:2105","PheCode:350.1","may cause(jun)"
"RXNORM:2105","PheCode:599.4","may cause(jun)"
"RXNORM:2105","PheCode:591","may cause(jun)"
"RXNORM:2105","PheCode:443.9","may cause(jun)"
"RXNORM:2105","PheCode:459","may cause(jun)"
"RXNORM:2105","PheCode:368","may cause(jun)"
"RXNORM:2105","PheCode:1009","may cause(jun)"
"RXNORM:2105","PheCode:1011","may cause(jun)"
"RXNORM:2116","PheCode:426","may cause(jun)"
"RXNORM:2116","PheCode:798","may cause(jun)"
"RXNORM:2116","PheCode:426.2","may cause(jun)"
"RXNORM:2116","PheCode:369.5","may cause(jun)"
"RXNORM:2116","PheCode:427.3","may cause(jun)"
"RXNORM:2116","PheCode:498","may cause(jun)"
"RXNORM:2116","PheCode:428.1","may cause(jun)"
"RXNORM:2116","PheCode:433.3","may cause(jun)"
"RXNORM:2116","PheCode:433.21","may cause(jun)"
"RXNORM:2116","PheCode:372","may cause(jun)"
"RXNORM:2116","PheCode:364","may cause(jun)"
"RXNORM:2116","PheCode:303.1","may cause(jun)"
"RXNORM:2116","PheCode:250.2","may cause(jun)"
"RXNORM:2116","PheCode:250","may cause(jun)"
"RXNORM:2116","PheCode:368.2","may cause(jun)"
"RXNORM:2116","PheCode:386.9","may cause(jun)"
"RXNORM:2116","PheCode:350.6","may cause(jun)"
"RXNORM:2116","PheCode:512.9","may cause(jun)"
"RXNORM:2116","PheCode:374.3","may cause(jun)"
"RXNORM:2116","PheCode:646","may cause(jun)"
"RXNORM:2116","PheCode:949","may cause(jun)"
"RXNORM:2116","PheCode:251.1","may cause(jun)"
"RXNORM:2116","PheCode:458.9","may cause(jun)"
"RXNORM:2116","PheCode:327.4","may cause(jun)"
"RXNORM:2116","PheCode:370","may cause(jun)"
"RXNORM:2116","PheCode:375.2","may cause(jun)"
"RXNORM:2116","PheCode:788","may cause(jun)"
"RXNORM:2116","PheCode:789","may cause(jun)"
"RXNORM:2116","PheCode:261.1","may cause(jun)"
"RXNORM:2116","PheCode:782.3","may cause(jun)"
"RXNORM:2116","PheCode:368.9","may cause(jun)"
"RXNORM:2116","PheCode:687.1","may cause(jun)"
"RXNORM:2116","PheCode:509.1","may cause(jun)"
"RXNORM:2116","PheCode:797","may cause(jun)"
"RXNORM:2116","PheCode:475","may cause(jun)"
"RXNORM:2116","PheCode:368","may cause(jun)"
"RXNORM:2116","PheCode:367.9","may cause(jun)"
"RXNORM:20352","PheCode:785","may cause(jun)"
"RXNORM:20352","PheCode:367.9","may cause(jun)"
"RXNORM:20352","PheCode:411.9","may cause(jun)"
"RXNORM:20352","PheCode:411.2","may cause(jun)"
"RXNORM:20352","PheCode:269","may cause(jun)"
"RXNORM:20352","PheCode:704.1","may cause(jun)"
"RXNORM:20352","PheCode:292.3","may cause(jun)"
"RXNORM:20352","PheCode:285","may cause(jun)"
"RXNORM:20352","PheCode:913","may cause(jun)"
"RXNORM:20352","PheCode:949","may cause(jun)"
"RXNORM:20352","PheCode:411.3","may cause(jun)"
"RXNORM:20352","PheCode:277.6","may cause(jun)"
"RXNORM:20352","PheCode:459.9","may cause(jun)"
"RXNORM:20352","PheCode:687","may cause(jun)"
"RXNORM:20352","PheCode:260.6","may cause(jun)"
"RXNORM:20352","PheCode:284","may cause(jun)"
"RXNORM:20352","PheCode:745","may cause(jun)"
"RXNORM:20352","PheCode:740.9","may cause(jun)"
"RXNORM:20352","PheCode:798","may cause(jun)"
"RXNORM:20352","PheCode:427.21","may cause(jun)"
"RXNORM:20352","PheCode:426.2","may cause(jun)"
"RXNORM:20352","PheCode:426.24","may cause(jun)"
"RXNORM:20352","PheCode:426.21","may cause(jun)"
"RXNORM:20352","PheCode:760","may cause(jun)"
"RXNORM:20352","PheCode:790.6","may cause(jun)"
"RXNORM:20352","PheCode:783","may cause(jun)"
"RXNORM:20352","PheCode:427.3","may cause(jun)"
"RXNORM:20352","PheCode:497","may cause(jun)"
"RXNORM:20352","PheCode:498","may cause(jun)"
"RXNORM:20352","PheCode:426.3","may cause(jun)"
"RXNORM:20352","PheCode:427.42","may cause(jun)"
"RXNORM:20352","PheCode:428.1","may cause(jun)"
"RXNORM:20352","PheCode:797.1","may cause(jun)"
"RXNORM:20352","PheCode:429.2","may cause(jun)"
"RXNORM:20352","PheCode:292","may cause(jun)"
"RXNORM:20352","PheCode:433.21","may cause(jun)"
"RXNORM:20352","PheCode:433","may cause(jun)"
"RXNORM:20352","PheCode:418","may cause(jun)"
"RXNORM:20352","PheCode:286.7","may cause(jun)"
"RXNORM:20352","PheCode:687.4","may cause(jun)"
"RXNORM:20352","PheCode:295","may cause(jun)"
"RXNORM:20352","PheCode:979","may cause(jun)"
"RXNORM:20352","PheCode:345.3","may cause(jun)"
"RXNORM:20352","PheCode:345.11","may cause(jun)"
"RXNORM:20352","PheCode:512.8","may cause(jun)"
"RXNORM:20352","PheCode:350.1","may cause(jun)"
"RXNORM:20352","PheCode:276.5","may cause(jun)"
"RXNORM:20352","PheCode:296.22","may cause(jun)"
"RXNORM:20352","PheCode:303.1","may cause(jun)"
"RXNORM:20352","PheCode:939","may cause(jun)"
"RXNORM:20352","PheCode:250.2","may cause(jun)"
"RXNORM:20352","PheCode:250","may cause(jun)"
"RXNORM:20352","PheCode:789","may cause(jun)"
"RXNORM:20352","PheCode:386.9","may cause(jun)"
"RXNORM:20352","PheCode:293","may cause(jun)"
"RXNORM:20352","PheCode:536.8","may cause(jun)"
"RXNORM:20352","PheCode:512.9","may cause(jun)"
"RXNORM:20352","PheCode:605","may cause(jun)"
"RXNORM:20352","PheCode:695.1","may cause(jun)"
"RXNORM:20352","PheCode:427.6","may cause(jun)"
"RXNORM:20352","PheCode:561","may cause(jun)"
"RXNORM:20352","PheCode:276.6","may cause(jun)"
"RXNORM:20352","PheCode:782.3","may cause(jun)"
"RXNORM:20352","PheCode:573.9","may cause(jun)"
"RXNORM:20352","PheCode:558","may cause(jun)"
"RXNORM:20352","PheCode:578.9","may cause(jun)"
"RXNORM:20352","PheCode:250.41","may cause(jun)"
"RXNORM:20352","PheCode:250.5","may cause(jun)"
"RXNORM:20352","PheCode:274.1","may cause(jun)"
"RXNORM:20352","PheCode:593","may cause(jun)"
"RXNORM:20352","PheCode:459.1","may cause(jun)"
"RXNORM:20352","PheCode:646","may cause(jun)"
"RXNORM:20352","PheCode:389","may cause(jun)"
"RXNORM:20352","PheCode:414","may cause(jun)"
"RXNORM:20352","PheCode:277.4","may cause(jun)"
"RXNORM:20352","PheCode:272.11","may cause(jun)"
"RXNORM:20352","PheCode:250.42","may cause(jun)"
"RXNORM:20352","PheCode:705.8","may cause(jun)"
"RXNORM:20352","PheCode:276.13","may cause(jun)"
"RXNORM:20352","PheCode:401.1","may cause(jun)"
"RXNORM:20352","PheCode:272.12","may cause(jun)"
"RXNORM:20352","PheCode:277.51","may cause(jun)"
"RXNORM:20352","PheCode:251.1","may cause(jun)"
"RXNORM:20352","PheCode:276.12","may cause(jun)"
"RXNORM:20352","PheCode:458.9","may cause(jun)"
"RXNORM:20352","PheCode:771","may cause(jun)"
"RXNORM:20352","PheCode:279","may cause(jun)"
"RXNORM:20352","PheCode:136","may cause(jun)"
"RXNORM:20352","PheCode:481","may cause(jun)"
"RXNORM:20352","PheCode:800.2","may cause(jun)"
"RXNORM:20352","PheCode:327.4","may cause(jun)"
"RXNORM:20352","PheCode:504","may cause(jun)"
"RXNORM:20352","PheCode:411.8","may cause(jun)"
"RXNORM:20352","PheCode:741.4","may cause(jun)"
"RXNORM:20352","PheCode:589","may cause(jun)"
"RXNORM:20352","PheCode:459","may cause(jun)"
"RXNORM:20352","PheCode:288.1","may cause(jun)"
"RXNORM:20352","PheCode:302.1","may cause(jun)"
"RXNORM:20352","PheCode:1008","may cause(jun)"
"RXNORM:20352","PheCode:788","may cause(jun)"
"RXNORM:20352","PheCode:510","may cause(jun)"
"RXNORM:20352","PheCode:263","may cause(jun)"
"RXNORM:20352","PheCode:479","may cause(jun)"
"RXNORM:20352","PheCode:578.2","may cause(jun)"
"RXNORM:20352","PheCode:315.1","may cause(jun)"
"RXNORM:20352","PheCode:340","may cause(jun)"
"RXNORM:20352","PheCode:1004","may cause(jun)"
"RXNORM:20352","PheCode:770","may cause(jun)"
"RXNORM:20352","PheCode:465","may cause(jun)"
"RXNORM:20352","PheCode:766","may cause(jun)"
"RXNORM:20352","PheCode:327.5","may cause(jun)"
"RXNORM:20352","PheCode:458.1","may cause(jun)"
"RXNORM:20352","PheCode:338.1","may cause(jun)"
"RXNORM:20352","PheCode:773","may cause(jun)"
"RXNORM:20352","PheCode:284.1","may cause(jun)"
"RXNORM:20352","PheCode:295.2","may cause(jun)"
"RXNORM:20352","PheCode:772.3","may cause(jun)"
"RXNORM:20352","PheCode:523.32","may cause(jun)"
"RXNORM:20352","PheCode:429.3","may cause(jun)"
"RXNORM:20352","PheCode:443.9","may cause(jun)"
"RXNORM:20352","PheCode:465.2","may cause(jun)"
"RXNORM:20352","PheCode:938.1","may cause(jun)"
"RXNORM:20352","PheCode:480","may cause(jun)"
"RXNORM:20352","PheCode:599.5","may cause(jun)"
"RXNORM:20352","PheCode:698","may cause(jun)"
"RXNORM:20352","PheCode:696.41","may cause(jun)"
"RXNORM:20352","PheCode:295.3","may cause(jun)"
"RXNORM:20352","PheCode:503","may cause(jun)"
"RXNORM:20352","PheCode:287","may cause(jun)"
"RXNORM:20352","PheCode:687.1","may cause(jun)"
"RXNORM:20352","PheCode:440.1","may cause(jun)"
"RXNORM:20352","PheCode:586","may cause(jun)"
"RXNORM:20352","PheCode:585.1","may cause(jun)"
"RXNORM:20352","PheCode:513","may cause(jun)"
"RXNORM:20352","PheCode:276.42","may cause(jun)"
"RXNORM:20352","PheCode:519","may cause(jun)"
"RXNORM:20352","PheCode:509.2","may cause(jun)"
"RXNORM:20352","PheCode:418.1","may cause(jun)"
"RXNORM:20352","PheCode:472","may cause(jun)"
"RXNORM:20352","PheCode:797","may cause(jun)"
"RXNORM:20352","PheCode:475","may cause(jun)"
"RXNORM:20352","PheCode:689","may cause(jun)"
"RXNORM:20352","PheCode:327","may cause(jun)"
"RXNORM:20352","PheCode:291.8","may cause(jun)"
"RXNORM:20352","PheCode:674","may cause(jun)"
"RXNORM:20352","PheCode:427.7","may cause(jun)"
"RXNORM:20352","PheCode:300","may cause(jun)"
"RXNORM:20352","PheCode:287.3","may cause(jun)"
"RXNORM:20352","PheCode:389.4","may cause(jun)"
"RXNORM:20352","PheCode:81.1","may cause(jun)"
"RXNORM:20352","PheCode:599","may cause(jun)"
"RXNORM:20352","PheCode:599.4","may cause(jun)"
"RXNORM:20352","PheCode:591","may cause(jun)"
"RXNORM:20352","PheCode:947","may cause(jun)"
"RXNORM:20352","PheCode:427.41","may cause(jun)"
"RXNORM:20352","PheCode:427.12","may cause(jun)"
"RXNORM:20352","PheCode:79.9","may cause(jun)"
"RXNORM:20352","PheCode:368","may cause(jun)"
"RXNORM:20352","PheCode:278.4","may cause(jun)"
"RXNORM:20352","PheCode:512.1","may cause(jun)"
"RXNORM:2176","PheCode:785","may cause(jun)"
"RXNORM:2176","PheCode:315","may cause(jun)"
"RXNORM:2176","PheCode:288.11","may cause(jun)"
"RXNORM:2176","PheCode:790","may cause(jun)"
"RXNORM:2176","PheCode:913","may cause(jun)"
"RXNORM:2176","PheCode:949","may cause(jun)"
"RXNORM:2176","PheCode:277.6","may cause(jun)"
"RXNORM:2176","PheCode:260.6","may cause(jun)"
"RXNORM:2176","PheCode:300.1","may cause(jun)"
"RXNORM:2176","PheCode:284","may cause(jun)"
"RXNORM:2176","PheCode:745","may cause(jun)"
"RXNORM:2176","PheCode:798","may cause(jun)"
"RXNORM:2176","PheCode:495","may cause(jun)"
"RXNORM:2176","PheCode:760","may cause(jun)"
"RXNORM:2176","PheCode:573.5","may cause(jun)"
"RXNORM:2176","PheCode:275.51","may cause(jun)"
"RXNORM:2176","PheCode:783","may cause(jun)"
"RXNORM:2176","PheCode:112","may cause(jun)"
"RXNORM:2176","PheCode:428.1","may cause(jun)"
"RXNORM:2176","PheCode:418","may cause(jun)"
"RXNORM:2176","PheCode:780","may cause(jun)"
"RXNORM:2176","PheCode:575.2","may cause(jun)"
"RXNORM:2176","PheCode:558","may cause(jun)"
"RXNORM:2176","PheCode:295","may cause(jun)"
"RXNORM:2176","PheCode:369.5","may cause(jun)"
"RXNORM:2176","PheCode:979","may cause(jun)"
"RXNORM:2176","PheCode:345.3","may cause(jun)"
"RXNORM:2176","PheCode:512.8","may cause(jun)"
"RXNORM:2176","PheCode:573.9","may cause(jun)"
"RXNORM:2176","PheCode:939","may cause(jun)"
"RXNORM:2176","PheCode:789","may cause(jun)"
"RXNORM:2176","PheCode:386.9","may cause(jun)"
"RXNORM:2176","PheCode:977","may cause(jun)"
"RXNORM:2176","PheCode:626.2","may cause(jun)"
"RXNORM:2176","PheCode:536.8","may cause(jun)"
"RXNORM:2176","PheCode:512.9","may cause(jun)"
"RXNORM:2176","PheCode:599.3","may cause(jun)"
"RXNORM:2176","PheCode:382","may cause(jun)"
"RXNORM:2176","PheCode:477","may cause(jun)"
"RXNORM:2176","PheCode:695.1","may cause(jun)"
"RXNORM:2176","PheCode:782.3","may cause(jun)"
"RXNORM:2176","PheCode:561","may cause(jun)"
"RXNORM:2176","PheCode:535.9","may cause(jun)"
"RXNORM:2176","PheCode:593","may cause(jun)"
"RXNORM:2176","PheCode:285","may cause(jun)"
"RXNORM:2176","PheCode:282.9","may cause(jun)"
"RXNORM:2176","PheCode:459.1","may cause(jun)"
"RXNORM:2176","PheCode:292.6","may cause(jun)"
"RXNORM:2176","PheCode:646","may cause(jun)"
"RXNORM:2176","PheCode:573","may cause(jun)"
"RXNORM:2176","PheCode:70.9","may cause(jun)"
"RXNORM:2176","PheCode:705.8","may cause(jun)"
"RXNORM:2176","PheCode:315.3","may cause(jun)"
"RXNORM:2176","PheCode:772","may cause(jun)"
"RXNORM:2176","PheCode:276.12","may cause(jun)"
"RXNORM:2176","PheCode:458.9","may cause(jun)"
"RXNORM:2176","PheCode:279","may cause(jun)"
"RXNORM:2176","PheCode:136","may cause(jun)"
"RXNORM:2176","PheCode:132","may cause(jun)"
"RXNORM:2176","PheCode:481","may cause(jun)"
"RXNORM:2176","PheCode:800.2","may cause(jun)"
"RXNORM:2176","PheCode:327.4","may cause(jun)"
"RXNORM:2176","PheCode:573.6","may cause(jun)"
"RXNORM:2176","PheCode:288.1","may cause(jun)"
"RXNORM:2176","PheCode:619.4","may cause(jun)"
"RXNORM:2176","PheCode:788","may cause(jun)"
"RXNORM:2176","PheCode:510","may cause(jun)"
"RXNORM:2176","PheCode:288.2","may cause(jun)"
"RXNORM:2176","PheCode:626.13","may cause(jun)"
"RXNORM:2176","PheCode:770","may cause(jun)"
"RXNORM:2176","PheCode:761","may cause(jun)"
"RXNORM:2176","PheCode:590","may cause(jun)"
"RXNORM:2176","PheCode:586","may cause(jun)"
"RXNORM:2176","PheCode:580.32","may cause(jun)"
"RXNORM:2176","PheCode:349","may cause(jun)"
"RXNORM:2176","PheCode:1004","may cause(jun)"
"RXNORM:2176","PheCode:599.5","may cause(jun)"
"RXNORM:2176","PheCode:381.11","may cause(jun)"
"RXNORM:2176","PheCode:338.1","may cause(jun)"
"RXNORM:2176","PheCode:427.3","may cause(jun)"
"RXNORM:2176","PheCode:284.1","may cause(jun)"
"RXNORM:2176","PheCode:687.4","may cause(jun)"
"RXNORM:2176","PheCode:960.2","may cause(jun)"
"RXNORM:2176","PheCode:790.6","may cause(jun)"
"RXNORM:2176","PheCode:286.9","may cause(jun)"
"RXNORM:2176","PheCode:698","may cause(jun)"
"RXNORM:2176","PheCode:8.52","may cause(jun)"
"RXNORM:2176","PheCode:269","may cause(jun)"
"RXNORM:2176","PheCode:687.1","may cause(jun)"
"RXNORM:2176","PheCode:472","may cause(jun)"
"RXNORM:2176","PheCode:1011","may cause(jun)"
"RXNORM:2176","PheCode:797","may cause(jun)"
"RXNORM:2176","PheCode:475","may cause(jun)"
"RXNORM:2176","PheCode:291.8","may cause(jun)"
"RXNORM:2176","PheCode:300","may cause(jun)"
"RXNORM:2176","PheCode:287.3","may cause(jun)"
"RXNORM:2176","PheCode:755","may cause(jun)"
"RXNORM:2176","PheCode:81.1","may cause(jun)"
"RXNORM:2176","PheCode:350.1","may cause(jun)"
"RXNORM:2176","PheCode:599","may cause(jun)"
"RXNORM:2176","PheCode:598","may cause(jun)"
"RXNORM:2176","PheCode:947","may cause(jun)"
"RXNORM:2176","PheCode:614.52","may cause(jun)"
"RXNORM:2177","PheCode:785","may cause(jun)"
"RXNORM:2177","PheCode:288.11","may cause(jun)"
"RXNORM:2177","PheCode:913","may cause(jun)"
"RXNORM:2177","PheCode:277.6","may cause(jun)"
"RXNORM:2177","PheCode:284","may cause(jun)"
"RXNORM:2177","PheCode:745","may cause(jun)"
"RXNORM:2177","PheCode:798","may cause(jun)"
"RXNORM:2177","PheCode:573.5","may cause(jun)"
"RXNORM:2177","PheCode:783","may cause(jun)"
"RXNORM:2177","PheCode:575.2","may cause(jun)"
"RXNORM:2177","PheCode:345.3","may cause(jun)"
"RXNORM:2177","PheCode:350.1","may cause(jun)"
"RXNORM:2177","PheCode:939","may cause(jun)"
"RXNORM:2177","PheCode:789","may cause(jun)"
"RXNORM:2177","PheCode:561","may cause(jun)"
"RXNORM:2177","PheCode:386.9","may cause(jun)"
"RXNORM:2177","PheCode:291.8","may cause(jun)"
"RXNORM:2177","PheCode:536.8","may cause(jun)"
"RXNORM:2177","PheCode:695.1","may cause(jun)"
"RXNORM:2177","PheCode:558","may cause(jun)"
"RXNORM:2177","PheCode:112","may cause(jun)"
"RXNORM:2177","PheCode:282.9","may cause(jun)"
