"code1","code2","source"
"RXNORM:68149","PheCode:733.4","may cause(jun)"
"RXNORM:68149","PheCode:743.11","may cause(jun)"
"RXNORM:68149","PheCode:380.1","may cause(jun)"
"RXNORM:68149","PheCode:381.11","may cause(jun)"
"RXNORM:68149","PheCode:338.1","may cause(jun)"
"RXNORM:68149","PheCode:782.6","may cause(jun)"
"RXNORM:68149","PheCode:577","may cause(jun)"
"RXNORM:68149","PheCode:577.1","may cause(jun)"
"RXNORM:68149","PheCode:284.1","may cause(jun)"
"RXNORM:68149","PheCode:252","may cause(jun)"
"RXNORM:68149","PheCode:604","may cause(jun)"
"RXNORM:68149","PheCode:531.4","may cause(jun)"
"RXNORM:68149","PheCode:420.2","may cause(jun)"
"RXNORM:68149","PheCode:443.9","may cause(jun)"
"RXNORM:68149","PheCode:567","may cause(jun)"
"RXNORM:68149","PheCode:301","may cause(jun)"
"RXNORM:68149","PheCode:287.1","may cause(jun)"
"RXNORM:68149","PheCode:465.2","may cause(jun)"
"RXNORM:68149","PheCode:451","may cause(jun)"
"RXNORM:68149","PheCode:368.9","may cause(jun)"
"RXNORM:68149","PheCode:507","may cause(jun)"
"RXNORM:68149","PheCode:480","may cause(jun)"
"RXNORM:68149","PheCode:506","may cause(jun)"
"RXNORM:68149","PheCode:200.1","may cause(jun)"
"RXNORM:68149","PheCode:324","may cause(jun)"
"RXNORM:68149","PheCode:602","may cause(jun)"
"RXNORM:68149","PheCode:286.9","may cause(jun)"
"RXNORM:68149","PheCode:698","may cause(jun)"
"RXNORM:68149","PheCode:295.3","may cause(jun)"
"RXNORM:68149","PheCode:415.11","may cause(jun)"
"RXNORM:68149","PheCode:502","may cause(jun)"
"RXNORM:68149","PheCode:415.2","may cause(jun)"
"RXNORM:68149","PheCode:503","may cause(jun)"
"RXNORM:68149","PheCode:590","may cause(jun)"
"RXNORM:68149","PheCode:687.1","may cause(jun)"
"RXNORM:68149","PheCode:578.8","may cause(jun)"
"RXNORM:68149","PheCode:585.1","may cause(jun)"
"RXNORM:68149","PheCode:594.8","may cause(jun)"
"RXNORM:68149","PheCode:509.1","may cause(jun)"
"RXNORM:68149","PheCode:480.3","may cause(jun)"
"RXNORM:68149","PheCode:519.8","may cause(jun)"
"RXNORM:68149","PheCode:362","may cause(jun)"
"RXNORM:68149","PheCode:371.1","may cause(jun)"
"RXNORM:68149","PheCode:418.1","may cause(jun)"
"RXNORM:68149","PheCode:472","may cause(jun)"
"RXNORM:68149","PheCode:450","may cause(jun)"
"RXNORM:68149","PheCode:690.1","may cause(jun)"
"RXNORM:68149","PheCode:994.2","may cause(jun)"
"RXNORM:68149","PheCode:797","may cause(jun)"
"RXNORM:68149","PheCode:527.2","may cause(jun)"
"RXNORM:68149","PheCode:475","may cause(jun)"
"RXNORM:68149","PheCode:172.2","may cause(jun)"
"RXNORM:68149","PheCode:687","may cause(jun)"
"RXNORM:68149","PheCode:689","may cause(jun)"
"RXNORM:68149","PheCode:707.3","may cause(jun)"
"RXNORM:68149","PheCode:291.8","may cause(jun)"
"RXNORM:68149","PheCode:041","may cause(jun)"
"RXNORM:68149","PheCode:427.61","may cause(jun)"
"RXNORM:68149","PheCode:427.11","may cause(jun)"
"RXNORM:68149","PheCode:427.7","may cause(jun)"
"RXNORM:68149","PheCode:292","may cause(jun)"
"RXNORM:68149","PheCode:287.3","may cause(jun)"
"RXNORM:68149","PheCode:755","may cause(jun)"
"RXNORM:68149","PheCode:452","may cause(jun)"
"RXNORM:68149","PheCode:446.8","may cause(jun)"
"RXNORM:68149","PheCode:389.4","may cause(jun)"
"RXNORM:68149","PheCode:522.5","may cause(jun)"
"RXNORM:68149","PheCode:010","may cause(jun)"
"RXNORM:68149","PheCode:370.1","may cause(jun)"
"RXNORM:68149","PheCode:585.2","may cause(jun)"
"RXNORM:68149","PheCode:599","may cause(jun)"
"RXNORM:68149","PheCode:597","may cause(jun)"
"RXNORM:68149","PheCode:592.2","may cause(jun)"
"RXNORM:68149","PheCode:599.4","may cause(jun)"
"RXNORM:68149","PheCode:591","may cause(jun)"
"RXNORM:68149","PheCode:598","may cause(jun)"
"RXNORM:68149","PheCode:947","may cause(jun)"
"RXNORM:68149","PheCode:626","may cause(jun)"
"RXNORM:68149","PheCode:752.2","may cause(jun)"
"RXNORM:68149","PheCode:427.12","may cause(jun)"
"RXNORM:68149","PheCode:386.3","may cause(jun)"
"RXNORM:68149","PheCode:79.9","may cause(jun)"
"RXNORM:68149","PheCode:368","may cause(jun)"
"RXNORM:68149","PheCode:356","may cause(jun)"
"RXNORM:68149","PheCode:288","may cause(jun)"
"RXNORM:68149","PheCode:278.4","may cause(jun)"
"RXNORM:68149","PheCode:279.8","may cause(jun)"
"RXNORM:7145","PheCode:579","may cause(jun)"
"RXNORM:7145","PheCode:785","may cause(jun)"
"RXNORM:7145","PheCode:327.5","may cause(jun)"
"RXNORM:7145","PheCode:367.9","may cause(jun)"
"RXNORM:7145","PheCode:681","may cause(jun)"
"RXNORM:7145","PheCode:276.41","may cause(jun)"
"RXNORM:7145","PheCode:706.1","may cause(jun)"
"RXNORM:7145","PheCode:71.1","may cause(jun)"
"RXNORM:7145","PheCode:315","may cause(jun)"
"RXNORM:7145","PheCode:288.11","may cause(jun)"
"RXNORM:7145","PheCode:269","may cause(jun)"
"RXNORM:7145","PheCode:276.42","may cause(jun)"
"RXNORM:7145","PheCode:704.1","may cause(jun)"
"RXNORM:7145","PheCode:368.1","may cause(jun)"
"RXNORM:7145","PheCode:285","may cause(jun)"
"RXNORM:7145","PheCode:411.3","may cause(jun)"
"RXNORM:7145","PheCode:459.9","may cause(jun)"
"RXNORM:7145","PheCode:565","may cause(jun)"
"RXNORM:7145","PheCode:260.6","may cause(jun)"
"RXNORM:7145","PheCode:300.1","may cause(jun)"
"RXNORM:7145","PheCode:290.1","may cause(jun)"
"RXNORM:7145","PheCode:284.2","may cause(jun)"
"RXNORM:7145","PheCode:513.31","may cause(jun)"
"RXNORM:7145","PheCode:426","may cause(jun)"
"RXNORM:7145","PheCode:444","may cause(jun)"
"RXNORM:7145","PheCode:745","may cause(jun)"
"RXNORM:7145","PheCode:740.9","may cause(jun)"
"RXNORM:7145","PheCode:716.9","may cause(jun)"
"RXNORM:7145","PheCode:572","may cause(jun)"
"RXNORM:7145","PheCode:798","may cause(jun)"
"RXNORM:7145","PheCode:495","may cause(jun)"
"RXNORM:7145","PheCode:350.3","may cause(jun)"
"RXNORM:7145","PheCode:508","may cause(jun)"
"RXNORM:7145","PheCode:427.21","may cause(jun)"
"RXNORM:7145","PheCode:772","may cause(jun)"
"RXNORM:7145","PheCode:031","may cause(jun)"
"RXNORM:7145","PheCode:709.7","may cause(jun)"
"RXNORM:7145","PheCode:760","may cause(jun)"
"RXNORM:7145","PheCode:528.5","may cause(jun)"
"RXNORM:7145","PheCode:216","may cause(jun)"
"RXNORM:7145","PheCode:599.9","may cause(jun)"
"RXNORM:7145","PheCode:596","may cause(jun)"
"RXNORM:7145","PheCode:289","may cause(jun)"
"RXNORM:7145","PheCode:401.1","may cause(jun)"
"RXNORM:7145","PheCode:790.6","may cause(jun)"
"RXNORM:7145","PheCode:783","may cause(jun)"
"RXNORM:7145","PheCode:743.9","may cause(jun)"
"RXNORM:7145","PheCode:427.3","may cause(jun)"
"RXNORM:7145","PheCode:613.9","may cause(jun)"
"RXNORM:7145","PheCode:293","may cause(jun)"
"RXNORM:7145","PheCode:497","may cause(jun)"
"RXNORM:7145","PheCode:112","may cause(jun)"
"RXNORM:7145","PheCode:195.1","may cause(jun)"
"RXNORM:7145","PheCode:427.42","may cause(jun)"
"RXNORM:7145","PheCode:414","may cause(jun)"
"RXNORM:7145","PheCode:428.1","may cause(jun)"
"RXNORM:7145","PheCode:429.2","may cause(jun)"
"RXNORM:7145","PheCode:366.1","may cause(jun)"
"RXNORM:7145","PheCode:418","may cause(jun)"
"RXNORM:7145","PheCode:780","may cause(jun)"
"RXNORM:7145","PheCode:574.2","may cause(jun)"
"RXNORM:7145","PheCode:286.7","may cause(jun)"
"RXNORM:7145","PheCode:558","may cause(jun)"
"RXNORM:7145","PheCode:295","may cause(jun)"
"RXNORM:7145","PheCode:759","may cause(jun)"
"RXNORM:7145","PheCode:369.5","may cause(jun)"
"RXNORM:7145","PheCode:701","may cause(jun)"
"RXNORM:7145","PheCode:979","may cause(jun)"
"RXNORM:7145","PheCode:1009","may cause(jun)"
"RXNORM:7145","PheCode:345.3","may cause(jun)"
"RXNORM:7145","PheCode:512.8","may cause(jun)"
"RXNORM:7145","PheCode:350.1","may cause(jun)"
"RXNORM:7145","PheCode:117","may cause(jun)"
"RXNORM:7145","PheCode:255.11","may cause(jun)"
"RXNORM:7145","PheCode:079","may cause(jun)"
"RXNORM:7145","PheCode:389","may cause(jun)"
"RXNORM:7145","PheCode:276.5","may cause(jun)"
"RXNORM:7145","PheCode:292.4","may cause(jun)"
"RXNORM:7145","PheCode:295.2","may cause(jun)"
"RXNORM:7145","PheCode:939","may cause(jun)"
"RXNORM:7145","PheCode:695.2","may cause(jun)"
"RXNORM:7145","PheCode:264.9","may cause(jun)"
"RXNORM:7145","PheCode:250.2","may cause(jun)"
"RXNORM:7145","PheCode:789","may cause(jun)"
"RXNORM:7145","PheCode:386.9","may cause(jun)"
"RXNORM:7145","PheCode:531.3","may cause(jun)"
"RXNORM:7145","PheCode:536.8","may cause(jun)"
"RXNORM:7145","PheCode:532","may cause(jun)"
"RXNORM:7145","PheCode:512.9","may cause(jun)"
"RXNORM:7145","PheCode:599.3","may cause(jun)"
"RXNORM:7145","PheCode:388","may cause(jun)"
"RXNORM:7145","PheCode:749","may cause(jun)"
"RXNORM:7145","PheCode:382","may cause(jun)"
"RXNORM:7145","PheCode:459.1","may cause(jun)"
"RXNORM:7145","PheCode:782.3","may cause(jun)"
"RXNORM:7145","PheCode:259","may cause(jun)"
"RXNORM:7145","PheCode:477","may cause(jun)"
"RXNORM:7145","PheCode:605","may cause(jun)"
"RXNORM:7145","PheCode:561","may cause(jun)"
"RXNORM:7145","PheCode:427.6","may cause(jun)"
"RXNORM:7145","PheCode:360","may cause(jun)"
"RXNORM:7145","PheCode:276.6","may cause(jun)"
"RXNORM:7145","PheCode:656","may cause(jun)"
"RXNORM:7145","PheCode:110.1","may cause(jun)"
"RXNORM:7145","PheCode:573.9","may cause(jun)"
"RXNORM:7145","PheCode:531.2","may cause(jun)"
"RXNORM:7145","PheCode:535.9","may cause(jun)"
"RXNORM:7145","PheCode:578.9","may cause(jun)"
"RXNORM:7145","PheCode:530.11","may cause(jun)"
"RXNORM:7145","PheCode:523","may cause(jun)"
"RXNORM:7145","PheCode:523.1","may cause(jun)"
"RXNORM:7145","PheCode:274.1","may cause(jun)"
"RXNORM:7145","PheCode:593","may cause(jun)"
"RXNORM:7145","PheCode:516.1","may cause(jun)"
"RXNORM:7145","PheCode:292.6","may cause(jun)"
"RXNORM:7145","PheCode:646","may cause(jun)"
"RXNORM:7145","PheCode:342","may cause(jun)"
"RXNORM:7145","PheCode:70.9","may cause(jun)"
"RXNORM:7145","PheCode:70.2","may cause(jun)"
"RXNORM:7145","PheCode:70.3","may cause(jun)"
"RXNORM:7145","PheCode:573","may cause(jun)"
"RXNORM:7145","PheCode:550.5","may cause(jun)"
"RXNORM:7145","PheCode:054","may cause(jun)"
"RXNORM:7145","PheCode:053","may cause(jun)"
"RXNORM:7145","PheCode:513.8","may cause(jun)"
"RXNORM:7145","PheCode:595","may cause(jun)"
"RXNORM:7145","PheCode:277.4","may cause(jun)"
"RXNORM:7145","PheCode:275.6","may cause(jun)"
"RXNORM:7145","PheCode:272.11","may cause(jun)"
"RXNORM:7145","PheCode:250.42","may cause(jun)"
"RXNORM:7145","PheCode:705.8","may cause(jun)"
"RXNORM:7145","PheCode:276.13","may cause(jun)"
"RXNORM:7145","PheCode:272.1","may cause(jun)"
"RXNORM:7145","PheCode:275.53","may cause(jun)"
"RXNORM:7145","PheCode:513.4","may cause(jun)"
"RXNORM:7145","PheCode:687.4","may cause(jun)"
"RXNORM:7145","PheCode:275.51","may cause(jun)"
"RXNORM:7145","PheCode:276.1","may cause(jun)"
"RXNORM:7145","PheCode:280.1","may cause(jun)"
"RXNORM:7145","PheCode:251.1","may cause(jun)"
"RXNORM:7145","PheCode:275.3","may cause(jun)"
"RXNORM:7145","PheCode:276.12","may cause(jun)"
"RXNORM:7145","PheCode:260","may cause(jun)"
"RXNORM:7145","PheCode:458.9","may cause(jun)"
"RXNORM:7145","PheCode:244.4","may cause(jun)"
"RXNORM:7145","PheCode:560.4","may cause(jun)"
"RXNORM:7145","PheCode:279.1","may cause(jun)"
"RXNORM:7145","PheCode:701.5","may cause(jun)"
"RXNORM:7145","PheCode:136","may cause(jun)"
"RXNORM:7145","PheCode:132","may cause(jun)"
"RXNORM:7145","PheCode:481","may cause(jun)"
"RXNORM:7145","PheCode:79.9","may cause(jun)"
"RXNORM:7145","PheCode:800.2","may cause(jun)"
"RXNORM:7145","PheCode:327.4","may cause(jun)"
"RXNORM:7145","PheCode:569","may cause(jun)"
"RXNORM:7145","PheCode:573.5","may cause(jun)"
"RXNORM:7145","PheCode:230","may cause(jun)"
"RXNORM:7145","PheCode:589","may cause(jun)"
"RXNORM:7145","PheCode:375","may cause(jun)"
"RXNORM:7145","PheCode:573.6","may cause(jun)"
"RXNORM:7145","PheCode:288.2","may cause(jun)"
"RXNORM:7145","PheCode:288.1","may cause(jun)"
"RXNORM:7145","PheCode:695.1","may cause(jun)"
"RXNORM:7145","PheCode:573.7","may cause(jun)"
"RXNORM:7145","PheCode:1008","may cause(jun)"
"RXNORM:7145","PheCode:687","may cause(jun)"
"RXNORM:7145","PheCode:579.8","may cause(jun)"
"RXNORM:7145","PheCode:788","may cause(jun)"
"RXNORM:7145","PheCode:510","may cause(jun)"
"RXNORM:7145","PheCode:289.4","may cause(jun)"
"RXNORM:7145","PheCode:450","may cause(jun)"
"RXNORM:7145","PheCode:202.2","may cause(jun)"
"RXNORM:7145","PheCode:200","may cause(jun)"
"RXNORM:7145","PheCode:172.11","may cause(jun)"
"RXNORM:7145","PheCode:263","may cause(jun)"
"RXNORM:7145","PheCode:479","may cause(jun)"
"RXNORM:7145","PheCode:578.2","may cause(jun)"
"RXNORM:7145","PheCode:320","may cause(jun)"
"RXNORM:7145","PheCode:315.1","may cause(jun)"
"RXNORM:7145","PheCode:300","may cause(jun)"
"RXNORM:7145","PheCode:1004","may cause(jun)"
"RXNORM:7145","PheCode:528.11","may cause(jun)"
"RXNORM:7145","PheCode:772.3","may cause(jun)"
"RXNORM:7145","PheCode:770","may cause(jun)"
"RXNORM:7145","PheCode:465","may cause(jun)"
"RXNORM:7145","PheCode:761","may cause(jun)"
"RXNORM:7145","PheCode:199","may cause(jun)"
"RXNORM:7145","PheCode:586","may cause(jun)"
"RXNORM:7145","PheCode:349","may cause(jun)"
"RXNORM:7145","PheCode:781","may cause(jun)"
"RXNORM:7145","PheCode:357","may cause(jun)"
"RXNORM:7145","PheCode:337.1","may cause(jun)"
"RXNORM:7145","PheCode:599.5","may cause(jun)"
"RXNORM:7145","PheCode:599.6","may cause(jun)"
"RXNORM:7145","PheCode:458.1","may cause(jun)"
"RXNORM:7145","PheCode:716","may cause(jun)"
"RXNORM:7145","PheCode:710.19","may cause(jun)"
"RXNORM:7145","PheCode:743.11","may cause(jun)"
"RXNORM:7145","PheCode:338.1","may cause(jun)"
"RXNORM:7145","PheCode:773","may cause(jun)"
"RXNORM:7145","PheCode:782.6","may cause(jun)"
"RXNORM:7145","PheCode:577.1","may cause(jun)"
"RXNORM:7145","PheCode:284.1","may cause(jun)"
"RXNORM:7145","PheCode:252","may cause(jun)"
"RXNORM:7145","PheCode:531.4","may cause(jun)"
"RXNORM:7145","PheCode:420.2","may cause(jun)"
"RXNORM:7145","PheCode:443.9","may cause(jun)"
"RXNORM:7145","PheCode:567","may cause(jun)"
"RXNORM:7145","PheCode:287.1","may cause(jun)"
"RXNORM:7145","PheCode:465.2","may cause(jun)"
"RXNORM:7145","PheCode:451","may cause(jun)"
"RXNORM:7145","PheCode:507","may cause(jun)"
"RXNORM:7145","PheCode:480","may cause(jun)"
"RXNORM:7145","PheCode:506","may cause(jun)"
"RXNORM:7145","PheCode:200.1","may cause(jun)"
"RXNORM:7145","PheCode:324","may cause(jun)"
"RXNORM:7145","PheCode:602","may cause(jun)"
"RXNORM:7145","PheCode:286.9","may cause(jun)"
"RXNORM:7145","PheCode:698","may cause(jun)"
"RXNORM:7145","PheCode:295.3","may cause(jun)"
"RXNORM:7145","PheCode:503","may cause(jun)"
"RXNORM:7145","PheCode:502","may cause(jun)"
"RXNORM:7145","PheCode:415.2","may cause(jun)"
"RXNORM:7145","PheCode:590","may cause(jun)"
"RXNORM:7145","PheCode:687.1","may cause(jun)"
"RXNORM:7145","PheCode:585.1","may cause(jun)"
"RXNORM:7145","PheCode:509.1","may cause(jun)"
"RXNORM:7145","PheCode:480.3","may cause(jun)"
"RXNORM:7145","PheCode:519.8","may cause(jun)"
"RXNORM:7145","PheCode:472","may cause(jun)"
"RXNORM:7145","PheCode:994.2","may cause(jun)"
"RXNORM:7145","PheCode:797","may cause(jun)"
"RXNORM:7145","PheCode:475","may cause(jun)"
"RXNORM:7145","PheCode:172.2","may cause(jun)"
"RXNORM:7145","PheCode:689","may cause(jun)"
"RXNORM:7145","PheCode:707.3","may cause(jun)"
"RXNORM:7145","PheCode:291.8","may cause(jun)"
"RXNORM:7145","PheCode:041","may cause(jun)"
"RXNORM:7145","PheCode:420.3","may cause(jun)"
"RXNORM:7145","PheCode:427.61","may cause(jun)"
"RXNORM:7145","PheCode:427.11","may cause(jun)"
"RXNORM:7145","PheCode:427.7","may cause(jun)"
"RXNORM:7145","PheCode:292","may cause(jun)"
"RXNORM:7145","PheCode:287.3","may cause(jun)"
"RXNORM:7145","PheCode:452","may cause(jun)"
"RXNORM:7145","PheCode:389.4","may cause(jun)"
"RXNORM:7145","PheCode:529","may cause(jun)"
"RXNORM:7145","PheCode:010","may cause(jun)"
"RXNORM:7145","PheCode:599","may cause(jun)"
"RXNORM:7145","PheCode:751.2","may cause(jun)"
"RXNORM:7145","PheCode:599.4","may cause(jun)"
"RXNORM:7145","PheCode:591","may cause(jun)"
"RXNORM:7145","PheCode:598","may cause(jun)"
"RXNORM:7145","PheCode:752.2","may cause(jun)"
"RXNORM:7145","PheCode:427.12","may cause(jun)"
"RXNORM:7145","PheCode:368","may cause(jun)"
"RXNORM:7145","PheCode:278.4","may cause(jun)"
"RXNORM:7145","PheCode:512.1","may cause(jun)"
"RXNORM:7145","PheCode:279.8","may cause(jun)"
"RXNORM:1992","PheCode:459.9","may cause(jun)"
"RXNORM:1992","PheCode:687.4","may cause(jun)"
"RXNORM:1992","PheCode:695.9","may cause(jun)"
"RXNORM:1992","PheCode:687","may cause(jun)"
"RXNORM:1992","PheCode:782.3","may cause(jun)"
"RXNORM:1992","PheCode:338.1","may cause(jun)"
"RXNORM:1992","PheCode:698","may cause(jun)"
"RXNORM:1992","PheCode:687.1","may cause(jun)"
"RXNORM:1992","PheCode:401.1","may cause(jun)"
"RXNORM:1992","PheCode:497","may cause(jun)"
"RXNORM:1992","PheCode:414","may cause(jun)"
"RXNORM:1992","PheCode:701","may cause(jun)"
"RXNORM:1992","PheCode:512.8","may cause(jun)"
"RXNORM:1992","PheCode:386.9","may cause(jun)"
"RXNORM:1992","PheCode:350.6","may cause(jun)"
"RXNORM:1992","PheCode:360","may cause(jun)"
"RXNORM:1992","PheCode:379.9","may cause(jun)"
"RXNORM:1992","PheCode:558","may cause(jun)"
"RXNORM:1992","PheCode:586","may cause(jun)"
"RXNORM:1992","PheCode:646","may cause(jun)"
"RXNORM:1992","PheCode:053","may cause(jun)"
"RXNORM:1992","PheCode:136","may cause(jun)"
"RXNORM:1992","PheCode:132","may cause(jun)"
"RXNORM:1992","PheCode:479","may cause(jun)"
"RXNORM:1992","PheCode:350.1","may cause(jun)"
"RXNORM:1992","PheCode:465","may cause(jun)"
"RXNORM:1992","PheCode:789","may cause(jun)"
"RXNORM:1992","PheCode:349","may cause(jun)"
"RXNORM:1992","PheCode:357","may cause(jun)"
"RXNORM:1992","PheCode:337.1","may cause(jun)"
"RXNORM:1992","PheCode:773","may cause(jun)"
"RXNORM:1992","PheCode:427.3","may cause(jun)"
"RXNORM:1992","PheCode:580.32","may cause(jun)"
"RXNORM:1992","PheCode:475","may cause(jun)"
"RXNORM:1992","PheCode:689","may cause(jun)"
"RXNORM:1992","PheCode:427.7","may cause(jun)"
"RXNORM:1992","PheCode:478","may cause(jun)"
"RXNORM:31448","PheCode:785","may cause(jun)"
"RXNORM:31448","PheCode:367.9","may cause(jun)"
"RXNORM:31448","PheCode:706.1","may cause(jun)"
"RXNORM:31448","PheCode:411.9","may cause(jun)"
"RXNORM:31448","PheCode:315","may cause(jun)"
"RXNORM:31448","PheCode:288.11","may cause(jun)"
"RXNORM:31448","PheCode:269","may cause(jun)"
"RXNORM:31448","PheCode:704.1","may cause(jun)"
"RXNORM:31448","PheCode:500.1","may cause(jun)"
"RXNORM:31448","PheCode:285","may cause(jun)"
"RXNORM:31448","PheCode:913","may cause(jun)"
"RXNORM:31448","PheCode:949","may cause(jun)"
"RXNORM:31448","PheCode:411.3","may cause(jun)"
"RXNORM:31448","PheCode:277.6","may cause(jun)"
"RXNORM:31448","PheCode:260.6","may cause(jun)"
"RXNORM:31448","PheCode:300.1","may cause(jun)"
"RXNORM:31448","PheCode:284","may cause(jun)"
"RXNORM:31448","PheCode:426","may cause(jun)"
"RXNORM:31448","PheCode:798","may cause(jun)"
"RXNORM:31448","PheCode:495","may cause(jun)"
"RXNORM:31448","PheCode:588","may cause(jun)"
"RXNORM:31448","PheCode:790.6","may cause(jun)"
"RXNORM:31448","PheCode:783","may cause(jun)"
"RXNORM:31448","PheCode:695.2","may cause(jun)"
"RXNORM:31448","PheCode:594.1","may cause(jun)"
"RXNORM:31448","PheCode:780","may cause(jun)"
"RXNORM:31448","PheCode:295","may cause(jun)"
"RXNORM:31448","PheCode:759","may cause(jun)"
"RXNORM:31448","PheCode:979","may cause(jun)"
"RXNORM:31448","PheCode:512.8","may cause(jun)"
"RXNORM:31448","PheCode:303.1","may cause(jun)"
"RXNORM:31448","PheCode:939","may cause(jun)"
"RXNORM:31448","PheCode:264.9","may cause(jun)"
"RXNORM:31448","PheCode:789","may cause(jun)"
"RXNORM:31448","PheCode:386.9","may cause(jun)"
"RXNORM:31448","PheCode:293","may cause(jun)"
"RXNORM:31448","PheCode:531.3","may cause(jun)"
"RXNORM:31448","PheCode:535.6","may cause(jun)"
"RXNORM:31448","PheCode:536.8","may cause(jun)"
"RXNORM:31448","PheCode:532","may cause(jun)"
"RXNORM:31448","PheCode:512.9","may cause(jun)"
"RXNORM:31448","PheCode:599.3","may cause(jun)"
"RXNORM:31448","PheCode:709.3","may cause(jun)"
"RXNORM:31448","PheCode:605","may cause(jun)"
"RXNORM:31448","PheCode:561","may cause(jun)"
"RXNORM:31448","PheCode:695.1","may cause(jun)"
"RXNORM:31448","PheCode:579.8","may cause(jun)"
"RXNORM:31448","PheCode:531.2","may cause(jun)"
"RXNORM:31448","PheCode:535.9","may cause(jun)"
"RXNORM:31448","PheCode:558","may cause(jun)"
"RXNORM:31448","PheCode:578.9","may cause(jun)"
"RXNORM:31448","PheCode:523.1","may cause(jun)"
"RXNORM:31448","PheCode:529.1","may cause(jun)"
"RXNORM:31448","PheCode:593","may cause(jun)"
"RXNORM:31448","PheCode:459.1","may cause(jun)"
"RXNORM:31448","PheCode:646","may cause(jun)"
"RXNORM:31448","PheCode:571.8","may cause(jun)"
"RXNORM:31448","PheCode:250.42","may cause(jun)"
"RXNORM:31448","PheCode:705.8","may cause(jun)"
"RXNORM:31448","PheCode:401.1","may cause(jun)"
"RXNORM:31448","PheCode:260.7","may cause(jun)"
"RXNORM:31448","PheCode:327.4","may cause(jun)"
"RXNORM:31448","PheCode:504","may cause(jun)"
"RXNORM:31448","PheCode:573.5","may cause(jun)"
"RXNORM:31448","PheCode:288.1","may cause(jun)"
"RXNORM:31448","PheCode:573.7","may cause(jun)"
"RXNORM:31448","PheCode:788","may cause(jun)"
"RXNORM:31448","PheCode:578.2","may cause(jun)"
"RXNORM:31448","PheCode:411.2","may cause(jun)"
"RXNORM:31448","PheCode:580.32","may cause(jun)"
"RXNORM:31448","PheCode:590","may cause(jun)"
"RXNORM:31448","PheCode:751.22","may cause(jun)"
"RXNORM:31448","PheCode:580.2","may cause(jun)"
"RXNORM:31448","PheCode:1004","may cause(jun)"
"RXNORM:31448","PheCode:327.5","may cause(jun)"
"RXNORM:31448","PheCode:782.3","may cause(jun)"
"RXNORM:31448","PheCode:427.3","may cause(jun)"
"RXNORM:31448","PheCode:577.1","may cause(jun)"
"RXNORM:31448","PheCode:687.4","may cause(jun)"
"RXNORM:31448","PheCode:531.4","may cause(jun)"
"RXNORM:31448","PheCode:938","may cause(jun)"
"RXNORM:31448","PheCode:938.1","may cause(jun)"
"RXNORM:31448","PheCode:480","may cause(jun)"
"RXNORM:31448","PheCode:698","may cause(jun)"
"RXNORM:31448","PheCode:277.1","may cause(jun)"
"RXNORM:31448","PheCode:687.1","may cause(jun)"
"RXNORM:31448","PheCode:578.8","may cause(jun)"
"RXNORM:31448","PheCode:586","may cause(jun)"
"RXNORM:31448","PheCode:797","may cause(jun)"
"RXNORM:31448","PheCode:291.8","may cause(jun)"
"RXNORM:31448","PheCode:528.11","may cause(jun)"
"RXNORM:31448","PheCode:300","may cause(jun)"
"RXNORM:31448","PheCode:287.3","may cause(jun)"
"RXNORM:31448","PheCode:451","may cause(jun)"
"RXNORM:31448","PheCode:389.4","may cause(jun)"
"RXNORM:31448","PheCode:81.1","may cause(jun)"
"RXNORM:31448","PheCode:350.1","may cause(jun)"
"RXNORM:31448","PheCode:947","may cause(jun)"
"RXNORM:31448","PheCode:626","may cause(jun)"
"RXNORM:31448","PheCode:446.9","may cause(jun)"
"RXNORM:31448","PheCode:278.4","may cause(jun)"
"RXNORM:7226","PheCode:561","may cause(jun)"
"RXNORM:7226","PheCode:785","may cause(jun)"
"RXNORM:7226","PheCode:579","may cause(jun)"
"RXNORM:7226","PheCode:338.1","may cause(jun)"
"RXNORM:7226","PheCode:426","may cause(jun)"
"RXNORM:7226","PheCode:288.11","may cause(jun)"
"RXNORM:7226","PheCode:704.1","may cause(jun)"
"RXNORM:7226","PheCode:292.3","may cause(jun)"
"RXNORM:7226","PheCode:260.6","may cause(jun)"
"RXNORM:7226","PheCode:444","may cause(jun)"
"RXNORM:7226","PheCode:798","may cause(jun)"
"RXNORM:7226","PheCode:426.2","may cause(jun)"
"RXNORM:7226","PheCode:426.24","may cause(jun)"
"RXNORM:7226","PheCode:783","may cause(jun)"
"RXNORM:7226","PheCode:427.3","may cause(jun)"
"RXNORM:7226","PheCode:498","may cause(jun)"
"RXNORM:7226","PheCode:428.1","may cause(jun)"
"RXNORM:7226","PheCode:416","may cause(jun)"
"RXNORM:7226","PheCode:290.3","may cause(jun)"
"RXNORM:7226","PheCode:418","may cause(jun)"
"RXNORM:7226","PheCode:441.2","may cause(jun)"
"RXNORM:7226","PheCode:369.5","may cause(jun)"
"RXNORM:7226","PheCode:979","may cause(jun)"
"RXNORM:7226","PheCode:512.8","may cause(jun)"
"RXNORM:7226","PheCode:303.1","may cause(jun)"
"RXNORM:7226","PheCode:939","may cause(jun)"
"RXNORM:7226","PheCode:789","may cause(jun)"
"RXNORM:7226","PheCode:368.2","may cause(jun)"
"RXNORM:7226","PheCode:292.4","may cause(jun)"
"RXNORM:7226","PheCode:386.9","may cause(jun)"
"RXNORM:7226","PheCode:81.1","may cause(jun)"
