EPOCH,BATCH,PheCodePheCode,N,PheCodeRXNORM,N,LOINCPheCode,N,RXNORMRXNORM,N,LOINCRXNORM,N,CCSPheCode,N
0,0,0.7210130318556471,1340.0,0.7583323159029205,1067.0,0.8254422476586889,124.0,0.6182,100.0,0.8032136480856974,71.0,0.7253086419753086,36.0
1,0,0.8500445533526398,1340.0,0.6869412001345643,1067.0,0.755853277835588,124.0,0.7453,100.0,0.9254116246776434,71.0,0.6828703703703703,36.0
1,1,0.8498713521942527,1340.0,0.6587257320887597,1067.0,0.7672996878251821,124.0,0.5787,100.0,0.8496330093235469,71.0,0.6412037037037037,36.0
1,2,0.8440103586544888,1340.0,0.6663305486482521,1067.0,0.7804370447450573,124.0,0.6123999999999998,100.0,0.9301725848046023,71.0,0.7145061728395061,36.0
1,3,0.8464131766540433,1340.0,0.6369205148227167,1067.0,0.6954994797086368,124.0,0.6256,100.0,0.9198571711961913,71.0,0.6280864197530864,36.0
1,4,0.8429243706838939,1340.0,0.6437067024802172,1067.0,0.7768600416233091,124.0,0.6563,100.0,0.8994247173179923,71.0,0.7708333333333333,36.0
1,5,0.8518472933838271,1340.0,0.64129473363379,1067.0,0.7814125910509886,124.0,0.6917000000000001,100.0,0.9232295179527872,71.0,0.7785493827160495,36.0
1,6,0.8452539541100468,1340.0,0.6395850113615502,1067.0,0.7452523413111343,124.0,0.6553,100.0,0.8998214639952392,71.0,0.6466049382716049,36.0
1,7,0.8421619514368456,1340.0,0.6548293395895788,1067.0,0.771136836628512,124.0,0.7033,100.0,0.9206506645506843,71.0,0.5339506172839505,36.0
1,8,0.8486416796613946,1340.0,0.648485404777736,1067.0,0.7946800208116546,124.0,0.6089,100.0,0.9301725848046023,71.0,0.6975308641975309,36.0
1,9,0.8492225439964356,1340.0,0.6462047503313603,1067.0,0.7631373569198753,124.0,0.6784999999999999,100.0,0.9242213846459034,71.0,0.6172839506172839,36.0
1,10,0.8497232122967253,1340.0,0.670442138659223,1067.0,0.7568288241415193,124.0,0.6953000000000001,100.0,0.9035905574290816,71.0,0.7438271604938271,36.0
1,11,0.8558273000668302,1340.0,0.6494871711540473,1067.0,0.7441467221644121,124.0,0.6753000000000001,100.0,0.9273953580638763,71.0,0.7037037037037037,36.0
1,12,0.8434578970817554,1340.0,0.6597349645011941,1067.0,0.7825182101977107,124.0,0.6693,100.0,0.9271969847252529,71.0,0.6689814814814815,36.0
1,13,0.8345433281354422,1340.0,0.6523839931698945,1067.0,0.7723725286160249,124.0,0.6940999999999999,100.0,0.8964491172386431,71.0,0.7222222222222222,36.0
1,14,0.8491317665404321,1340.0,0.6652361155882929,1067.0,0.7498699271592092,124.0,0.6738999999999999,100.0,0.9204522912120612,71.0,0.7476851851851851,36.0
1,15,0.8497265537981733,1340.0,0.6500379011127908,1067.0,0.7472684703433923,124.0,0.6993,100.0,0.9109303709581431,71.0,0.7368827160493827,36.0
1,16,0.8583286923591001,1340.0,0.6502899896266016,1067.0,0.7820629552549428,124.0,0.7338000000000001,100.0,0.9099385042650268,71.0,0.6304012345679012,36.0
1,17,0.8502767877032746,1340.0,0.6708092919650519,1067.0,0.7348465140478668,124.0,0.6639999999999999,100.0,0.9083515175560405,71.0,0.7037037037037037,36.0
1,18,0.851229394074404,1340.0,0.6705501765937132,1067.0,0.7747788761706556,124.0,0.6639999999999999,100.0,0.9075580242015473,71.0,0.6033950617283951,36.0
1,19,0.8513494096680776,1340.0,0.6688013674264749,1067.0,0.7682101977107181,124.0,0.6577999999999999,100.0,0.8827613568736362,71.0,0.6589506172839507,36.0
1,20,0.8465432167520606,1340.0,0.6793355052178808,1067.0,0.7374479708636836,124.0,0.6248,100.0,0.9095417575877803,71.0,0.6790123456790124,36.0
1,21,0.8501932501670751,1340.0,0.6583462817822571,1067.0,0.7776404786680541,124.0,0.6578,100.0,0.936917278317794,71.0,0.6134259259259259,36.0
