name1,name2,desc1,desc2
CCS:1,CCS:177,incision and excision of cns,computerized axial tomography (ct) scan head
CCS:1,CCS:2,incision and excision of cns,"insertion, replacement, or removal of extracranial ventricular shunt"
CCS:1,CCS:9,incision and excision of cns,other or therapeutic nervous system procedures
CCS:100,CCS:108,endoscopy and endoscopic biopsy of the urinary tract,indwelling catheter
CCS:100,CCS:111,endoscopy and endoscopic biopsy of the urinary tract,other non-or therapeutic procedures of urinary tract
CCS:100,CCS:113,endoscopy and endoscopic biopsy of the urinary tract,transurethral resection of prostate (turp)
CCS:101,CCS:109,"transurethral excision, drainage, or removal urinary obstruction",procedures on the urethra
CCS:101,CCS:187,"transurethral excision, drainage, or removal urinary obstruction",intravenous pyelogram
CCS:102,CCS:109,ureteral catheterization,procedures on the urethra
CCS:102,CCS:111,ureteral catheterization,other non-or therapeutic procedures of urinary tract
CCS:102,CCS:187,ureteral catheterization,intravenous pyelogram
CCS:103,CCS:187,nephrotomy and nephrostomy,intravenous pyelogram
CCS:104,CCS:110,"nephrectomy, partial or complete",other diagnostic procedures of urinary tract
CCS:104,CCS:195,"nephrectomy, partial or complete",diagnostic ultrasound of urinary tract
CCS:106,CCS:124,genitourinary incontinence procedures,"hysterectomy, abdominal and vaginal"
CCS:107,CCS:112,"extracorporeal lithotripsy, urinary",other or therapeutic procedures of urinary tract
CCS:107,CCS:187,"extracorporeal lithotripsy, urinary",intravenous pyelogram
CCS:107,CCS:230,"extracorporeal lithotripsy, urinary","extracorporeal shock wave, other than urinary"
CCS:108,CCS:109,indwelling catheter,procedures on the urethra
CCS:108,CCS:111,indwelling catheter,other non-or therapeutic procedures of urinary tract
CCS:108,CCS:112,indwelling catheter,other or therapeutic procedures of urinary tract
CCS:109,CCS:111,procedures on the urethra,other non-or therapeutic procedures of urinary tract
CCS:109,CCS:113,procedures on the urethra,transurethral resection of prostate (turp)
CCS:109,CCS:115,procedures on the urethra,circumcision
CCS:109,CCS:116,procedures on the urethra,"diagnostic procedures, male genital"
CCS:109,CCS:118,procedures on the urethra,"other or therapeutic procedures, male genital"
CCS:110,CCS:195,other diagnostic procedures of urinary tract,diagnostic ultrasound of urinary tract
CCS:112,CCS:187,other or therapeutic procedures of urinary tract,intravenous pyelogram
CCS:113,CCS:114,transurethral resection of prostate (turp),open prostatectomy
CCS:113,CCS:118,transurethral resection of prostate (turp),"other or therapeutic procedures, male genital"
CCS:114,CCS:118,open prostatectomy,"other or therapeutic procedures, male genital"
CCS:115,CCS:117,circumcision,"other non-or therapeutic procedures, male genital"
CCS:115,CCS:118,circumcision,"other or therapeutic procedures, male genital"
CCS:119,CCS:132,"oophorectomy, unilateral and bilateral","other or therapeutic procedures, female organs"
CCS:119,CCS:80,"oophorectomy, unilateral and bilateral",appendectomy
CCS:119,CCS:90,"oophorectomy, unilateral and bilateral","excision, lysis peritoneal adhesions"
CCS:123,CCS:125,other operations on fallopian tubes,other excision of cervix and uterus
CCS:123,CCS:132,other operations on fallopian tubes,"other or therapeutic procedures, female organs"
CCS:123,CCS:90,other operations on fallopian tubes,"excision, lysis peritoneal adhesions"
CCS:124,CCS:132,"hysterectomy, abdominal and vaginal","other or therapeutic procedures, female organs"
CCS:124,CCS:90,"hysterectomy, abdominal and vaginal","excision, lysis peritoneal adhesions"
CCS:13,CCS:15,corneal transplant,lens and cataract procedures
CCS:130,CCS:131,"other diagnostic procedures, female organs","other non-or therapeutic procedures, female organs"
CCS:130,CCS:182,"other diagnostic procedures, female organs",mammography
CCS:131,CCS:132,"other non-or therapeutic procedures, female organs","other or therapeutic procedures, female organs"
CCS:14,CCS:16,glaucoma procedures,"repair of retinal tear, detachment"
CCS:14,CCS:20,glaucoma procedures,other intraocular therapeutic procedures
CCS:142,CCS:164,partial excision bone,other or therapeutic procedures on musculoskeletal system
CCS:142,CCS:6,partial excision bone,decompression peripheral nerve
CCS:143,CCS:150,bunionectomy or repair of toe deformities,"division of joint capsule, ligament or cartilage"
CCS:144,CCS:32,"treatment, facial fracture or dislocation","other non-or therapeutic procedures on nose, mouth and pharynx"
CCS:144,CCS:33,"treatment, facial fracture or dislocation","other or therapeutic procedures on nose, mouth and pharynx"
CCS:146,CCS:147,"treatment, fracture or dislocation of hip and femur","treatment, fracture or dislocation of lower extremity (other than hip or femur)"
CCS:147,CCS:161,"treatment, fracture or dislocation of lower extremity (other than hip or femur)",other or therapeutic procedures on bone
CCS:147,CCS:163,"treatment, fracture or dislocation of lower extremity (other than hip or femur)",other non-or therapeutic procedures on musculoskeletal system
CCS:147,CCS:214,"treatment, fracture or dislocation of lower extremity (other than hip or femur)","traction, splints, and other wound care"
CCS:149,CCS:152,arthroscopy,arthroplasty knee
CCS:15,CCS:16,lens and cataract procedures,"repair of retinal tear, detachment"
CCS:15,CCS:20,lens and cataract procedures,other intraocular therapeutic procedures
CCS:150,CCS:151,"division of joint capsule, ligament or cartilage",excision of semilunar cartilage of knee
CCS:150,CCS:160,"division of joint capsule, ligament or cartilage",other therapeutic procedures on muscles and tendons
CCS:151,CCS:152,excision of semilunar cartilage of knee,arthroplasty knee
CCS:151,CCS:162,excision of semilunar cartilage of knee,other or therapeutic procedures on joints
CCS:154,CCS:160,arthroplasty other than hip or knee,other therapeutic procedures on muscles and tendons
CCS:154,CCS:6,arthroplasty other than hip or knee,decompression peripheral nerve
CCS:155,CCS:156,arthrocentesis,"injections and aspirations of muscles, tendons, bursa, joints and soft tissue"
CCS:156,CCS:8,"injections and aspirations of muscles, tendons, bursa, joints and soft tissue",other non-or or closed therapeutic nervous system procedures
CCS:157,CCS:169,amputation of lower extremity,"debridement of wound, infection or burn"
CCS:157,CCS:189,amputation of lower extremity,contrast aortogram
CCS:157,CCS:190,amputation of lower extremity,contrast arteriogram of femoral and lower extremity arteries
CCS:158,CCS:181,spinal fusion,myelogram
CCS:158,CCS:6,spinal fusion,decompression peripheral nerve
CCS:16,CCS:17,"repair of retinal tear, detachment",destruction of lesion of retina and choroid
CCS:16,CCS:20,"repair of retinal tear, detachment",other intraocular therapeutic procedures
CCS:160,CCS:6,other therapeutic procedures on muscles and tendons,decompression peripheral nerve
CCS:161,CCS:163,other or therapeutic procedures on bone,other non-or therapeutic procedures on musculoskeletal system
CCS:161,CCS:6,other or therapeutic procedures on bone,decompression peripheral nerve
CCS:162,CCS:163,other or therapeutic procedures on joints,other non-or therapeutic procedures on musculoskeletal system
CCS:163,CCS:214,other non-or therapeutic procedures on musculoskeletal system,"traction, splints, and other wound care"
CCS:164,CCS:172,other or therapeutic procedures on musculoskeletal system,skin graft
CCS:165,CCS:182,breast biopsy and other diagnostic procedures on breast,mammography
CCS:165,CCS:230,breast biopsy and other diagnostic procedures on breast,"extracorporeal shock wave, other than urinary"
CCS:166,CCS:230,"lumpectomy, quadrantectomy of breast","extracorporeal shock wave, other than urinary"
CCS:168,CCS:175,"incision and drainage, skin and subcutaneous tissue",other or therapeutic procedures on skin and breast
CCS:169,CCS:172,"debridement of wound, infection or burn",skin graft
CCS:169,CCS:214,"debridement of wound, infection or burn","traction, splints, and other wound care"
CCS:17,CCS:20,destruction of lesion of retina and choroid,other intraocular therapeutic procedures
CCS:170,CCS:171,excision of skin lesion,suture of skin and subcutaneous tissue
CCS:170,CCS:173,excision of skin lesion,other diagnostic procedures on skin and subcutaneous tissue
CCS:177,CCS:188,computerized axial tomography (ct) scan head,cerebral arteriogram
CCS:177,CCS:199,computerized axial tomography (ct) scan head,electroencephalogram (eeg)
CCS:177,CCS:2,computerized axial tomography (ct) scan head,"insertion, replacement, or removal of extracranial ventricular shunt"
CCS:178,CCS:37,ct scan chest,diagnostic bronchoscopy and biopsy of bronchus
CCS:178,CCS:39,ct scan chest,"incision of pleura, thoracentesis, chest drainage"
CCS:181,CCS:3,myelogram,"laminectomy, excision intervertebral disc"
CCS:183,CCS:216,routine chest x-ray,respiratory intubation and mechanical ventilation
CCS:183,CCS:34,routine chest x-ray,"tracheostomy, temporary and permanent"
CCS:183,CCS:37,routine chest x-ray,diagnostic bronchoscopy and biopsy of bronchus
CCS:183,CCS:39,routine chest x-ray,"incision of pleura, thoracentesis, chest drainage"
CCS:183,CCS:42,routine chest x-ray,other or therapeutic procedures on respiratory system
CCS:184,CCS:194,intraoperative cholangiogram,diagnostic ultrasound of gastrointestinal tract
CCS:185,CCS:74,upper gastrointestinal x-ray,"gastrectomy, partial and total"
CCS:185,CCS:94,upper gastrointestinal x-ray,other or upper gi therapeutic procedures
CCS:186,CCS:72,lower gastrointestinal x-ray,"colostomy, temporary and permanent"
CCS:186,CCS:75,lower gastrointestinal x-ray,small bowel resection
CCS:186,CCS:77,lower gastrointestinal x-ray,proctoscopy and anorectal biopsy
CCS:186,CCS:78,lower gastrointestinal x-ray,colorectal resection
CCS:186,CCS:90,lower gastrointestinal x-ray,"excision, lysis peritoneal adhesions"
CCS:186,CCS:92,lower gastrointestinal x-ray,other bowel diagnostic procedures
CCS:186,CCS:96,lower gastrointestinal x-ray,other or lower gi therapeutic procedures
CCS:188,CCS:191,cerebral arteriogram,arterio- or venogram (not heart and head)
CCS:188,CCS:51,cerebral arteriogram,"endarterectomy, vessel of head and neck"
CCS:189,CCS:52,contrast aortogram,"aortic resection, replacement or anastomosis"
CCS:189,CCS:62,contrast aortogram,other diagnostic cardiovascular procedures
CCS:19,CCS:21,"other therapeutic procedures on eyelids, conjunctiva, cornea",other extraocular muscle and orbit therapeutic procedures
CCS:190,CCS:45,contrast arteriogram of femoral and lower extremity arteries,percutaneous transluminal coronary angioplasty (ptca)
CCS:191,CCS:51,arterio- or venogram (not heart and head),"endarterectomy, vessel of head and neck"
CCS:191,CCS:55,arterio- or venogram (not heart and head),peripheral vascular bypass
CCS:191,CCS:59,arterio- or venogram (not heart and head),other or procedures on vessels of head and neck
CCS:191,CCS:60,arterio- or venogram (not heart and head),embolectomy and endarterectomy of lower limbs
CCS:193,CCS:202,diagnostic ultrasound of heart (echocardiogram),electrocardiogram
CCS:193,CCS:225,diagnostic ultrasound of heart (echocardiogram),conversion of cardiac rhythm
CCS:193,CCS:43,diagnostic ultrasound of heart (echocardiogram),heart valve procedures
CCS:193,CCS:49,diagnostic ultrasound of heart (echocardiogram),other or heart procedures
CCS:193,CCS:50,diagnostic ultrasound of heart (echocardiogram),extracorporeal circulation auxiliary to open heart procedures
CCS:194,CCS:82,diagnostic ultrasound of gastrointestinal tract,endoscopic retrograde cannulation of pancreas (ercp)
CCS:194,CCS:83,diagnostic ultrasound of gastrointestinal tract,biopsy of liver
CCS:194,CCS:84,diagnostic ultrasound of gastrointestinal tract,cholecystectomy and common duct exploration
CCS:194,CCS:98,diagnostic ultrasound of gastrointestinal tract,other non-or gastrointestinal therapeutic procedures
CCS:201,CCS:45,cardiac stress tests,percutaneous transluminal coronary angioplasty (ptca)
CCS:201,CCS:47,cardiac stress tests,"diagnostic cardiac catheterization, coronary arteriography"
CCS:204,CCS:225,swan-ganz catheterization for monitoring,conversion of cardiac rhythm
CCS:205,CCS:216,arterial blood gases,respiratory intubation and mechanical ventilation
CCS:205,CCS:54,arterial blood gases,"other vascular catheterization, not heart"
CCS:206,CCS:233,"microscopic examination (bacterial smear, culture, toxicology)",laboratory - chemistry and hematology
CCS:206,CCS:235,"microscopic examination (bacterial smear, culture, toxicology)",other laboratory
CCS:212,CCS:215,diagnostic physical therapy,other physical therapy and rehabilitation
CCS:213,CCS:215,"physical therapy exercises, manipulation, and other procedures",other physical therapy and rehabilitation
CCS:216,CCS:217,respiratory intubation and mechanical ventilation,other respiratory therapy
CCS:216,CCS:223,respiratory intubation and mechanical ventilation,enteral and parenteral nutrition
CCS:216,CCS:34,respiratory intubation and mechanical ventilation,"tracheostomy, temporary and permanent"
CCS:216,CCS:41,respiratory intubation and mechanical ventilation,other non-or therapeutic procedures on respiratory system
CCS:217,CCS:41,other respiratory therapy,other non-or therapeutic procedures on respiratory system
CCS:217,CCS:42,other respiratory therapy,other or therapeutic procedures on respiratory system
CCS:218,CCS:219,psychological and psychiatric evaluation and therapy,alcohol and drug rehabilitation/detoxification
CCS:218,CCS:237,psychological and psychiatric evaluation and therapy,ancillary services
CCS:22,CCS:23,tympanoplasty,myringotomy
CCS:220,CCS:242,ophthalmologic and otologic diagnosis and treatment,hearing devices and audiology supplies
CCS:221,CCS:223,nasogastric tube,enteral and parenteral nutrition
CCS:221,CCS:93,nasogastric tube,other non-or upper gi therapeutic procedures
CCS:223,CCS:71,enteral and parenteral nutrition,"gastrostomy, temporary and permanent"
CCS:224,CCS:63,cancer chemotherapy,other non-or therapeutic cardiovascular procedures
CCS:226,CCS:227,other diagnostic radiology and related techniques,"other diagnostic procedures (interview, evaluation, consultation)"
CCS:227,CCS:228,"other diagnostic procedures (interview, evaluation, consultation)",prophylactic vaccinations and inoculations
CCS:227,CCS:233,"other diagnostic procedures (interview, evaluation, consultation)",laboratory - chemistry and hematology
CCS:229,CCS:37,nonoperative removal of foreign body,diagnostic bronchoscopy and biopsy of bronchus
CCS:229,CCS:41,nonoperative removal of foreign body,other non-or therapeutic procedures on respiratory system
CCS:23,CCS:24,myringotomy,mastoidectomy
CCS:23,CCS:30,myringotomy,tonsillectomy and/or adenoidectomy
CCS:231,CCS:233,other therapeutic procedures,laboratory - chemistry and hematology
CCS:231,CCS:240,other therapeutic procedures,"medications (injections, infusions and other forms)"
CCS:233,CCS:235,laboratory - chemistry and hematology,other laboratory
CCS:240,CCS:58,"medications (injections, infusions and other forms)",hemodialysis
CCS:240,CCS:91,"medications (injections, infusions and other forms)",peritoneal dialysis
CCS:242,CCS:26,hearing devices and audiology supplies,other therapeutic ear procedures
CCS:243,CCS:91,dme and supplies,peritoneal dialysis
CCS:244,CCS:94,gastric bypass and volume reduction,other or upper gi therapeutic procedures
CCS:26,CCS:31,other therapeutic ear procedures,"diagnostic procedures on nose, mouth and pharynx"
CCS:28,CCS:30,plastic procedures on nose,tonsillectomy and/or adenoidectomy
CCS:28,CCS:32,plastic procedures on nose,"other non-or therapeutic procedures on nose, mouth and pharynx"
CCS:3,CCS:6,"laminectomy, excision intervertebral disc",decompression peripheral nerve
CCS:30,CCS:33,tonsillectomy and/or adenoidectomy,"other or therapeutic procedures on nose, mouth and pharynx"
CCS:33,CCS:35,"other or therapeutic procedures on nose, mouth and pharynx",tracheoscopy and laryngoscopy with biopsy
CCS:34,CCS:41,"tracheostomy, temporary and permanent",other non-or therapeutic procedures on respiratory system
CCS:34,CCS:42,"tracheostomy, temporary and permanent",other or therapeutic procedures on respiratory system
CCS:34,CCS:71,"tracheostomy, temporary and permanent","gastrostomy, temporary and permanent"
CCS:36,CCS:37,lobectomy or pneumonectomy,diagnostic bronchoscopy and biopsy of bronchus
CCS:36,CCS:39,lobectomy or pneumonectomy,"incision of pleura, thoracentesis, chest drainage"
CCS:36,CCS:40,lobectomy or pneumonectomy,other diagnostic procedures of respiratory tract and mediastinum
CCS:36,CCS:42,lobectomy or pneumonectomy,other or therapeutic procedures on respiratory system
CCS:36,CCS:67,lobectomy or pneumonectomy,"other therapeutic procedures, hemic and lymphatic system"
CCS:37,CCS:39,diagnostic bronchoscopy and biopsy of bronchus,"incision of pleura, thoracentesis, chest drainage"
CCS:37,CCS:40,diagnostic bronchoscopy and biopsy of bronchus,other diagnostic procedures of respiratory tract and mediastinum
CCS:37,CCS:41,diagnostic bronchoscopy and biopsy of bronchus,other non-or therapeutic procedures on respiratory system
CCS:37,CCS:42,diagnostic bronchoscopy and biopsy of bronchus,other or therapeutic procedures on respiratory system
CCS:38,CCS:40,other diagnostic procedures on lung and bronchus,other diagnostic procedures of respiratory tract and mediastinum
CCS:40,CCS:41,other diagnostic procedures of respiratory tract and mediastinum,other non-or therapeutic procedures on respiratory system
CCS:41,CCS:42,other non-or therapeutic procedures on respiratory system,other or therapeutic procedures on respiratory system
CCS:43,CCS:47,heart valve procedures,"diagnostic cardiac catheterization, coronary arteriography"
CCS:43,CCS:52,heart valve procedures,"aortic resection, replacement or anastomosis"
CCS:44,CCS:47,coronary artery bypass graft (cabg),"diagnostic cardiac catheterization, coronary arteriography"
CCS:44,CCS:52,coronary artery bypass graft (cabg),"aortic resection, replacement or anastomosis"
CCS:46,CCS:47,coronary thrombolysis,"diagnostic cardiac catheterization, coronary arteriography"
CCS:47,CCS:48,"diagnostic cardiac catheterization, coronary arteriography","insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
CCS:47,CCS:50,"diagnostic cardiac catheterization, coronary arteriography",extracorporeal circulation auxiliary to open heart procedures
CCS:5,CCS:8,insertion of catheter or spinal stimulator and injection into spinal canal,other non-or or closed therapeutic nervous system procedures
CCS:51,CCS:59,"endarterectomy, vessel of head and neck",other or procedures on vessels of head and neck
CCS:52,CCS:55,"aortic resection, replacement or anastomosis",peripheral vascular bypass
CCS:52,CCS:60,"aortic resection, replacement or anastomosis",embolectomy and endarterectomy of lower limbs
CCS:56,CCS:88,"other vascular bypass and shunt, not heart",abdominal paracentesis
CCS:57,CCS:91,"creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",peritoneal dialysis
CCS:58,CCS:91,hemodialysis,peritoneal dialysis
CCS:66,CCS:74,procedures on spleen,"gastrectomy, partial and total"
CCS:66,CCS:99,procedures on spleen,other or gastrointestinal therapeutic procedures
CCS:68,CCS:70,injection or ligation of esophageal varices,"upper gastrointestinal endoscopy, biopsy"
CCS:68,CCS:88,injection or ligation of esophageal varices,abdominal paracentesis
CCS:70,CCS:93,"upper gastrointestinal endoscopy, biopsy",other non-or upper gi therapeutic procedures
CCS:70,CCS:95,"upper gastrointestinal endoscopy, biopsy",other non-or lower gi therapeutic procedures
CCS:71,CCS:73,"gastrostomy, temporary and permanent",ileostomy and other enterostomy
CCS:71,CCS:94,"gastrostomy, temporary and permanent",other or upper gi therapeutic procedures
CCS:72,CCS:73,"colostomy, temporary and permanent",ileostomy and other enterostomy
CCS:72,CCS:80,"colostomy, temporary and permanent",appendectomy
CCS:72,CCS:89,"colostomy, temporary and permanent",exploratory laparotomy
CCS:73,CCS:78,ileostomy and other enterostomy,colorectal resection
CCS:73,CCS:87,ileostomy and other enterostomy,laparoscopy
CCS:73,CCS:89,ileostomy and other enterostomy,exploratory laparotomy
CCS:73,CCS:90,ileostomy and other enterostomy,"excision, lysis peritoneal adhesions"
CCS:73,CCS:99,ileostomy and other enterostomy,other or gastrointestinal therapeutic procedures
CCS:74,CCS:75,"gastrectomy, partial and total",small bowel resection
CCS:74,CCS:86,"gastrectomy, partial and total",other hernia repair
CCS:74,CCS:87,"gastrectomy, partial and total",laparoscopy
CCS:74,CCS:90,"gastrectomy, partial and total","excision, lysis peritoneal adhesions"
CCS:75,CCS:80,small bowel resection,appendectomy
CCS:75,CCS:87,small bowel resection,laparoscopy
CCS:75,CCS:99,small bowel resection,other or gastrointestinal therapeutic procedures
CCS:76,CCS:95,colonoscopy and biopsy,other non-or lower gi therapeutic procedures
CCS:77,CCS:92,proctoscopy and anorectal biopsy,other bowel diagnostic procedures
CCS:77,CCS:95,proctoscopy and anorectal biopsy,other non-or lower gi therapeutic procedures
CCS:78,CCS:86,colorectal resection,other hernia repair
CCS:78,CCS:89,colorectal resection,exploratory laparotomy
CCS:78,CCS:92,colorectal resection,other bowel diagnostic procedures
CCS:78,CCS:99,colorectal resection,other or gastrointestinal therapeutic procedures
CCS:8,CCS:9,other non-or or closed therapeutic nervous system procedures,other or therapeutic nervous system procedures
CCS:80,CCS:86,appendectomy,other hernia repair
CCS:80,CCS:87,appendectomy,laparoscopy
CCS:80,CCS:96,appendectomy,other or lower gi therapeutic procedures
CCS:82,CCS:83,endoscopic retrograde cannulation of pancreas (ercp),biopsy of liver
CCS:84,CCS:86,cholecystectomy and common duct exploration,other hernia repair
CCS:84,CCS:98,cholecystectomy and common duct exploration,other non-or gastrointestinal therapeutic procedures
CCS:84,CCS:99,cholecystectomy and common duct exploration,other or gastrointestinal therapeutic procedures
CCS:86,CCS:87,other hernia repair,laparoscopy
CCS:86,CCS:89,other hernia repair,exploratory laparotomy
CCS:86,CCS:94,other hernia repair,other or upper gi therapeutic procedures
CCS:86,CCS:96,other hernia repair,other or lower gi therapeutic procedures
CCS:87,CCS:89,laparoscopy,exploratory laparotomy
CCS:87,CCS:94,laparoscopy,other or upper gi therapeutic procedures
CCS:87,CCS:96,laparoscopy,other or lower gi therapeutic procedures
CCS:87,CCS:99,laparoscopy,other or gastrointestinal therapeutic procedures
CCS:89,CCS:96,exploratory laparotomy,other or lower gi therapeutic procedures
CCS:89,CCS:99,exploratory laparotomy,other or gastrointestinal therapeutic procedures
CCS:90,CCS:94,"excision, lysis peritoneal adhesions",other or upper gi therapeutic procedures
CCS:90,CCS:99,"excision, lysis peritoneal adhesions",other or gastrointestinal therapeutic procedures
CCS:92,CCS:95,other bowel diagnostic procedures,other non-or lower gi therapeutic procedures
CCS:92,CCS:96,other bowel diagnostic procedures,other or lower gi therapeutic procedures
CCS:93,CCS:94,other non-or upper gi therapeutic procedures,other or upper gi therapeutic procedures
CCS:94,CCS:99,other or upper gi therapeutic procedures,other or gastrointestinal therapeutic procedures
CCS:96,CCS:99,other or lower gi therapeutic procedures,other or gastrointestinal therapeutic procedures
CCS:98,CCS:99,other non-or gastrointestinal therapeutic procedures,other or gastrointestinal therapeutic procedures
CCS:1,PheCode:198.5,incision and excision of cns,secondary malignancy of brain/spine
CCS:1,PheCode:331,incision and excision of cns,other cerebral degenerations
CCS:1,PheCode:348,incision and excision of cns,other conditions of brain
CCS:1,PheCode:433.5,incision and excision of cns,cerebral aneurysm
CCS:1,PheCode:747.2,incision and excision of cns,congenital anomalies of peripheral vascular system
CCS:1,PheCode:816,incision and excision of cns,cerebral laceration and contusion
CCS:1,PheCode:818.2,incision and excision of cns,subarachnoid hemorrhage (injury)
CCS:1,PheCode:856,incision and excision of cns,vascular complications of surgery and medical procedures
CCS:10,PheCode:242,"thyroidectomy, partial or complete",thyrotoxicosis with or without goiter
CCS:10,PheCode:244.1,"thyroidectomy, partial or complete",secondary hypothyroidism
CCS:10,PheCode:245,"thyroidectomy, partial or complete",thyroiditis
CCS:10,PheCode:245.2,"thyroidectomy, partial or complete",chronic thyroiditis
CCS:10,PheCode:245.21,"thyroidectomy, partial or complete",chronic lymphocytic thyroiditis
CCS:10,PheCode:246,"thyroidectomy, partial or complete",other disorders of thyroid
CCS:10,PheCode:246.2,"thyroidectomy, partial or complete",thyroid cyst
CCS:10,PheCode:252,"thyroidectomy, partial or complete",disorders of parathyroid gland
CCS:10,PheCode:252.1,"thyroidectomy, partial or complete",hyperparathyroidism
CCS:10,PheCode:252.2,"thyroidectomy, partial or complete",hypoparathyroidism
CCS:10,PheCode:259.8,"thyroidectomy, partial or complete",polyglandular activity in multiple endocrine adenomatosis
CCS:10,PheCode:293,"thyroidectomy, partial or complete",symptoms involving head and neck
CCS:10,PheCode:293.1,"thyroidectomy, partial or complete","swelling, mass, or lump in head and neck [space-occupying lesion, intracranial nos]"
CCS:10,PheCode:473.3,"thyroidectomy, partial or complete",paralysis/spasm of vocal cords or larynx
CCS:100,PheCode:185,endoscopy and endoscopic biopsy of the urinary tract,cancer of prostate
CCS:100,PheCode:189.12,endoscopy and endoscopic biopsy of the urinary tract,malignant neoplasm of renal pelvis
CCS:100,PheCode:586,endoscopy and endoscopic biopsy of the urinary tract,other disorders of the kidney and ureters
CCS:100,PheCode:591,endoscopy and endoscopic biopsy of the urinary tract,urinary tract infection
CCS:100,PheCode:592,endoscopy and endoscopic biopsy of the urinary tract,cystitis and urethritis
CCS:100,PheCode:592.1,endoscopy and endoscopic biopsy of the urinary tract,cystitis
CCS:100,PheCode:594,endoscopy and endoscopic biopsy of the urinary tract,urinary calculus
CCS:100,PheCode:594.1,endoscopy and endoscopic biopsy of the urinary tract,calculus of kidney
CCS:100,PheCode:594.8,endoscopy and endoscopic biopsy of the urinary tract,renal colic
CCS:100,PheCode:596,endoscopy and endoscopic biopsy of the urinary tract,other disorders of bladder
CCS:100,PheCode:597.2,endoscopy and endoscopic biopsy of the urinary tract,urinary complications nec
CCS:100,PheCode:597.8,endoscopy and endoscopic biopsy of the urinary tract,urethral hypermobility/isd
CCS:100,PheCode:598,endoscopy and endoscopic biopsy of the urinary tract,abnormal findings on examination of urine
CCS:100,PheCode:598.4,endoscopy and endoscopic biopsy of the urinary tract,other cells and casts in urine
CCS:100,PheCode:599.3,endoscopy and endoscopic biopsy of the urinary tract,dysuria
CCS:100,PheCode:600,endoscopy and endoscopic biopsy of the urinary tract,hyperplasia of prostate
CCS:100,PheCode:601.1,endoscopy and endoscopic biopsy of the urinary tract,prostatitis
CCS:100,PheCode:601.12,endoscopy and endoscopic biopsy of the urinary tract,chronic prostatitis
CCS:100,PheCode:602,endoscopy and endoscopic biopsy of the urinary tract,other disorders of prostate
CCS:100,PheCode:604.1,endoscopy and endoscopic biopsy of the urinary tract,redundant prepuce and phimosis/bxo
CCS:100,PheCode:618,endoscopy and endoscopic biopsy of the urinary tract,genital prolapse
CCS:100,PheCode:618.1,endoscopy and endoscopic biopsy of the urinary tract,prolapse of vaginal walls
CCS:100,PheCode:618.2,endoscopy and endoscopic biopsy of the urinary tract,uterine/uterovaginal prolapse
CCS:100,PheCode:618.5,endoscopy and endoscopic biopsy of the urinary tract,prolapse of vaginal vault after hysterectomy
CCS:100,PheCode:751,endoscopy and endoscopic biopsy of the urinary tract,genitourinary congenital anomalies
CCS:100,PheCode:751.22,endoscopy and endoscopic biopsy of the urinary tract,other specified congenital anomalies of kidney
CCS:100,PheCode:796,endoscopy and endoscopic biopsy of the urinary tract,elevated prostate specific antigen [psa]
CCS:100,PheCode:857,endoscopy and endoscopic biopsy of the urinary tract,"mechanical complication of unspecified genitourinary device, implant, and graft"
CCS:101,PheCode:189.12,"transurethral excision, drainage, or removal urinary obstruction",malignant neoplasm of renal pelvis
CCS:101,PheCode:586,"transurethral excision, drainage, or removal urinary obstruction",other disorders of the kidney and ureters
CCS:101,PheCode:591,"transurethral excision, drainage, or removal urinary obstruction",urinary tract infection
CCS:101,PheCode:592,"transurethral excision, drainage, or removal urinary obstruction",cystitis and urethritis
CCS:101,PheCode:592.1,"transurethral excision, drainage, or removal urinary obstruction",cystitis
CCS:101,PheCode:592.11,"transurethral excision, drainage, or removal urinary obstruction",acute cystitis
CCS:101,PheCode:593.2,"transurethral excision, drainage, or removal urinary obstruction",microscopic hematuria
CCS:101,PheCode:597.2,"transurethral excision, drainage, or removal urinary obstruction",urinary complications nec
CCS:101,PheCode:598,"transurethral excision, drainage, or removal urinary obstruction",abnormal findings on examination of urine
CCS:101,PheCode:599,"transurethral excision, drainage, or removal urinary obstruction",other symptoms/disorders or the urinary system
CCS:101,PheCode:599.2,"transurethral excision, drainage, or removal urinary obstruction",retention of urine
CCS:101,PheCode:599.3,"transurethral excision, drainage, or removal urinary obstruction",dysuria
CCS:101,PheCode:601.12,"transurethral excision, drainage, or removal urinary obstruction",chronic prostatitis
CCS:101,PheCode:602,"transurethral excision, drainage, or removal urinary obstruction",other disorders of prostate
CCS:101,PheCode:751,"transurethral excision, drainage, or removal urinary obstruction",genitourinary congenital anomalies
CCS:101,PheCode:751.22,"transurethral excision, drainage, or removal urinary obstruction",other specified congenital anomalies of kidney
CCS:101,PheCode:751.3,"transurethral excision, drainage, or removal urinary obstruction",obstructive genitourinary defect
CCS:101,PheCode:857,"transurethral excision, drainage, or removal urinary obstruction","mechanical complication of unspecified genitourinary device, implant, and graft"
CCS:102,PheCode:041.4,ureteral catheterization,e. coli
CCS:102,PheCode:189,ureteral catheterization,cancer of urinary organs (incl. kidney and bladder)
CCS:102,PheCode:189.12,ureteral catheterization,malignant neoplasm of renal pelvis
