EPOCH,BATCH,PheCodePheCode,N,RXNORMRXNORM,N,LOINCRXNORM,N,LOINCLOINC,N,LOINCPheCode,N,CCSPheCode,N,PheCodeRXNORM,N
0,0,0.64560891,13479.0,0.7841399175826684,1146.0,0.595298252978927,799.0,0.543581706343446,664.0,0.7058071585098613,74.0,,0.0,,0.0
1,0,0.9169534399999999,13479.0,0.8942920058843415,1146.0,0.9841557265731099,799.0,0.9694327006822471,664.0,0.8924397370343317,74.0,,0.0,,0.0
1,1,0.919195465,13479.0,0.8907768579686838,1146.0,0.9816228358038286,799.0,0.9418434279285817,664.0,0.9074141709276845,74.0,,0.0,,0.0
1,2,0.917506345,13479.0,0.8990166875298862,1146.0,0.9788831784411365,799.0,0.9450868231964001,664.0,0.8935354273192111,74.0,,0.0,,0.0
1,3,0.9181742650000001,13479.0,0.8907246999198974,1146.0,0.980704917442172,799.0,0.9483959936130062,664.0,0.9161796932067202,74.0,,0.0,,0.0
1,4,0.9168676700000001,13479.0,0.8962892403656089,1146.0,0.9844956383213685,799.0,0.950280791842067,664.0,0.9123447772096421,74.0,,0.0,,0.0
1,5,0.914747985,13479.0,0.8906733033024801,1146.0,0.9807017846149991,799.0,0.953916569894034,664.0,0.889517896274653,74.0,,0.0,,0.0
1,6,0.9165033700000002,13479.0,0.9065106950650111,1146.0,0.9852976420776283,799.0,0.9451457940194513,664.0,0.9097881665449232,74.0,,0.0,,0.0
1,7,0.916585105,13479.0,0.9097216511486954,1146.0,0.9834680710086607,799.0,0.9506641021919002,664.0,0.8802045288531775,74.0,,0.0,,0.0
1,8,0.9168212950000001,13479.0,0.9001161944269315,1146.0,0.9857636501195957,799.0,0.9490469407751488,664.0,0.9017531044558073,74.0,,0.0,,0.0
1,9,0.9171113249999999,13479.0,0.913238702642776,1146.0,0.9834954832464236,799.0,0.9420498258092612,664.0,0.9008400292184076,74.0,,0.0,,0.0
1,10,0.916105825,13479.0,0.8988693505599565,1146.0,0.9833975823972706,799.0,0.939334899840325,664.0,0.8683345507669832,74.0,,0.0,,0.0
1,11,0.9206495250000001,13479.0,0.8969265584215833,1146.0,0.9832832342054602,799.0,0.9477699956452316,664.0,0.9077794010226443,74.0,,0.0,,0.0
1,12,0.9139310949999999,13479.0,0.9001778703678321,1146.0,0.9855811629367749,799.0,0.9423129264044129,664.0,0.8911614317019723,74.0,,0.0,,0.0
1,13,0.91327331,13479.0,0.8956679123683866,1146.0,0.9851832938858177,799.0,0.951995481927711,664.0,0.8940832724616508,74.0,,0.0,,0.0
1,14,0.9167933999999999,13479.0,0.8954391022419584,1146.0,0.9835087977619082,799.0,0.9474842139642908,664.0,0.8975529583637692,74.0,,0.0,,0.0
1,15,0.9142327349999999,13479.0,0.9061398779882374,1146.0,0.9817747779217139,799.0,0.9499360393380754,664.0,0.881117604090577,74.0,,0.0,,0.0
1,16,0.9189421199999999,13479.0,0.9098533787755575,1146.0,0.9849702616380613,799.0,0.9414896029902743,664.0,0.9037618699780863,74.0,,0.0,,0.0
